fnu_12,fnu_60,rat_25_60,ra,dec
0.25,0.44,0.5682,38.4337,40.0978
0.25,0.51,0.5490,38.3873,21.4829
0.25,1.23,0.2033,38.4916,44.3441
0.29,0.86,0.2907,38.1027,-52.4988
0.35,0.40,0.6250,38.5094,40.5082
0.25,1.11,0.2973,38.4543,11.2029
0.36,3.03,0.1683,38.4999,20.9764
1.58,30.19,0.0865,38.5560,29.3118
0.25,1.68,0.1845,38.5849,32.5057
0.25,0.45,0.5556,38.6031,32.9512
0.25,1.96,0.2296,38.3560,-43.5184
0.81,23.10,0.1333,38.3935,-39.0443
0.25,0.60,0.4333,38.6812,34.4965
0.42,0.76,0.3947,38.6030,-4.4918
0.29,0.71,0.3521,38.7688,41.3590
0.25,1.85,0.1730,38.6023,-10.8437
0.27,1.46,0.1849,38.6122,-19.5796
0.27,1.44,0.3819,38.6574,-8.7869
0.25,1.43,0.1748,38.8511,40.8694
0.25,1.02,0.2451,38.7024,-7.6826
0.25,1.28,0.1953,38.9071,37.6394
0.25,2.38,0.1597,38.8655,-9.3542
0.32,0.66,0.3939,38.8864,-7.1529
3.67,0.40,2.7750,39.1124,38.9324
0.25,0.72,0.3472,39.1160,38.9705
0.38,0.69,0.4493,39.0561,23.9084
0.32,0.44,0.5682,190.2374,71.7715
0.25,3.27,0.0765,190.3804,41.1471
0.25,1.05,0.2381,190.4345,35.0624
0.25,0.40,0.6250,190.5448,-40.8310
0.35,1.22,0.2705,190.4740,41.2699
1.81,51.53,0.0580,190.5294,32.5436
0.25,0.63,0.3968,190.6277,-47.5598
0.34,3.31,0.1994,190.5970,-6.9684
0.27,0.90,0.6333,190.6071,-7.0450
0.27,2.42,0.1198,190.6288,3.9597
0.25,0.58,0.5345,190.6840,19.9409
0.25,1.44,0.2222,190.7018,10.3581
0.28,0.79,0.3165,190.7614,-42.9111
0.25,1.01,0.2475,190.7719,-41.3583
0.25,1.42,0.2183,190.7158,13.2573
0.25,0.42,0.9286,190.7802,27.7113
0.69,0.76,0.4342,190.8228,-0.6435
0.25,0.50,0.7200,190.8209,1.9821
0.41,5.02,0.1116,190.8838,11.5819
0.25,0.62,0.4032,190.9816,-45.5884
0.37,5.24,0.0782,190.9292,16.3928
0.25,1.21,0.2479,190.9379,10.7703
0.25,0.69,0.6667,190.9652,-0.5628
0.86,13.16,0.0995,190.9839,13.1287
0.25,1.42,0.1761,191.0510,-34.1530
0.42,1.82,0.1648,190.9449,54.8998
0.25,1.44,0.6181,5.6586,-24.1267
0.25,0.71,0.9296,5.7495,-34.5317
0.41,0.51,0.4902,5.9830,24.3062
0.25,1.02,0.2451,5.9646,-62.2729
0.34,0.87,0.3678,6.1158,-3.8569
0.25,1.17,0.2479,6.1612,33.2555
0.28,0.74,0.3378,6.1702,14.8233
0.25,0.75,0.3333,6.2828,31.3524
0.25,0.84,0.3214,6.2981,6.4935
0.78,1.10,0.2727,6.3172,12.8821
0.25,1.26,0.1984,6.3762,45.9215
0.84,0.65,0.3846,6.4768,40.9526
0.25,3.45,0.1159,6.4982,-2.9332
3.51,0.64,0.5469,6.5520,-4.5013
0.59,0.59,0.4237,6.7141,49.1161
0.25,1.29,0.2403,6.6787,-3.5983
0.37,0.72,0.3472,6.7059,31.7041
0.25,2.26,0.0752,6.7362,50.0313
0.25,1.26,0.2619,6.7628,11.5844
0.37,0.65,0.4615,6.8138,-7.7859
0.27,2.83,0.1519,6.8242,-1.7789
0.30,0.63,0.4603,6.8629,39.9004
0.38,0.52,0.4808,6.8805,30.9935
0.27,1.22,0.9426,6.9027,8.8791
0.44,1.00,0.5300,6.9683,-1.8096
0.25,0.84,0.2976,7.0241,30.7801
0.25,0.70,0.3571,7.0493,49.0914
0.25,0.65,0.4000,7.0310,-13.0946
0.27,0.53,0.4717,7.1734,44.0522
0.25,3.88,0.1624,7.2787,31.0024
0.25,0.85,0.7647,7.3056,2.8736
0.26,4.63,0.1728,7.3523,30.5574
0.28,0.67,0.8955,7.3820,-1.0993
0.44,0.78,0.9487,7.3889,-15.0809
0.70,0.40,0.6250,7.4295,21.4746
0.25,0.57,0.4386,7.5193,38.3276
0.25,0.75,0.3333,7.5262,-11.1107
0.45,0.71,0.4789,7.5390,-9.9527
0.35,2.92,0.1404,7.5465,2.0945
1.38,19.29,0.1016,7.5908,-33.2429
0.25,1.07,0.2336,7.6815,-59.0072
0.25,3.81,0.1207,7.7846,-22.6181
0.25,1.76,0.3750,7.8032,-0.4059
0.69,0.72,0.5694,7.8293,5.1813
0.33,3.76,0.1170,7.8368,8.4704
0.25,1.95,0.1538,7.9009,-10.5051
0.25,3.01,0.0698,7.9398,-5.1518
0.44,0.45,0.5556,7.9594,-26.7179
0.62,0.44,0.5909,8.0139,31.1150
0.25,1.35,0.1407,7.9158,-73.7954
0.29,0.45,0.5556,8.0000,-64.3918
0.25,2.41,0.1286,8.1661,-25.6081
0.33,1.06,0.4057,8.1784,-11.3170
0.39,0.56,0.4464,8.2194,30.6499
0.25,0.82,0.3415,8.2077,11.7333
0.25,0.95,0.2632,7.9701,-81.3499
0.46,2.32,0.1595,8.2791,-32.2581
0.25,0.41,1.0732,8.2966,-13.1457
0.87,2.19,0.1461,8.3267,-22.3604
0.54,0.53,0.4717,8.2390,-78.2126
0.35,1.56,0.2885,8.5117,-9.7052
0.25,3.95,0.1266,8.5545,-21.4392
0.54,9.66,0.1615,8.5665,-27.8036
0.64,0.64,0.5000,8.5852,-7.6009
0.25,0.82,0.3780,8.6696,-7.9034
0.61,12.84,0.0483,8.6921,-8.3976
0.25,0.58,0.7069,8.7773,23.3153
0.25,0.72,0.5000,8.8976,-4.7355
0.38,1.02,0.2451,8.9458,-28.4833
0.82,0.35,0.9143,9.0016,-9.8914
0.25,0.56,1.0179,9.0246,12.6416
0.27,2.84,0.2148,33.5014,41.8776
0.25,2.71,0.1661,33.4429,4.1037
0.25,1.23,0.2276,33.5149,27.8772
0.27,0.54,0.5185,33.5524,23.6254
0.32,5.38,0.1152,33.5225,5.1744
0.25,0.83,0.3012,33.7085,31.4709
0.25,0.51,0.4902,33.7283,36.5820
0.60,0.59,0.5254,130.0955,23.5379
0.25,0.44,0.5682,130.3967,-20.3155
0.25,0.62,0.4032,131.0204,66.9616
0.25,0.88,0.3182,130.8156,13.0849
0.22,2.16,0.1157,130.7420,-20.0548
0.25,0.52,1.7500,131.2689,40.5599
0.26,0.51,0.4902,131.3900,53.1446
0.51,6.27,0.1228,131.1152,-31.6946
0.25,1.01,0.2673,131.4078,36.9337
0.41,0.41,0.6098,132.2101,73.9316
0.37,0.38,0.6579,131.4431,-17.5227
0.25,1.27,0.1969,131.7688,-33.7645
0.39,1.17,0.2137,131.8753,-11.3661
0.43,0.40,0.6250,132.5856,66.4564
0.32,0.88,0.3523,132.3181,36.1190
0.25,0.75,0.3333,132.5482,12.3535
0.25,1.38,0.2101,133.2109,72.9276
0.32,8.22,0.0864,132.6910,-21.9642
0.25,0.49,1.3265,132.7785,-17.5692
0.35,7.07,0.0835,133.3992,51.3117
0.25,2.02,0.1634,133.2377,9.3172
0.25,0.40,0.6250,133.9081,58.7326
0.25,0.89,0.3708,133.6631,17.6899
0.43,0.31,0.8065,133.7312,-55.8911
0.25,2.33,0.1588,134.0275,-3.3582
0.30,0.52,0.6923,134.3466,17.2867
0.28,0.79,0.3165,134.2272,-20.5252
0.25,0.52,0.2692,134.9437,55.7089
0.25,2.09,0.1196,134.8793,44.9128
0.25,0.71,0.3521,135.0686,40.2968
0.25,0.84,0.2976,135.1562,50.6792
0.25,2.08,0.1106,135.4887,60.1524
0.43,0.45,0.5556,134.5823,-72.1307
0.25,1.76,0.1136,135.1861,-63.8057
0.25,0.60,0.5833,135.6901,17.7090
0.25,1.29,0.2093,136.1245,51.9459
0.25,0.55,0.5091,135.8841,-1.3835
0.25,1.73,0.1445,137.0274,78.0840
0.25,0.40,1.9500,136.2444,28.3621
0.25,0.82,0.4268,136.4283,18.3392
0.37,0.68,0.3676,136.3642,-18.5250
0.25,1.70,0.1471,136.8140,37.2153
0.25,0.77,0.7013,251.3426,-67.0834
0.25,3.45,0.0754,250.5245,65.5851
0.42,0.61,0.4098,251.1367,19.9432
0.44,0.93,0.3333,251.6534,-31.5900
0.44,0.50,0.5000,252.2013,-69.4930
0.25,0.49,0.5102,251.6512,43.0182
0.25,0.65,0.3846,251.1438,70.7820
0.25,1.93,0.0725,251.1461,75.6738
0.25,0.40,1.1250,252.8732,-68.9912
0.30,0.74,0.3378,252.0188,62.1993
0.64,0.40,0.6250,252.4857,9.4218
0.25,2.50,0.1560,252.8478,-2.4547
0.25,0.68,0.4118,252.8494,-2.8039
0.25,0.92,0.2717,252.2606,68.7561
0.25,0.40,0.6250,252.7082,45.4017
0.25,0.48,0.5208,253.0791,55.9043
0.25,0.50,0.5000,252.9561,63.7165
0.25,0.60,0.4167,253.5450,51.8688
0.54,0.64,0.8594,253.6967,36.5008
0.25,1.48,0.1892,254.9274,-62.5529
0.25,0.37,0.6757,254.0762,55.0228
0.27,0.54,0.4630,254.4348,52.4024
1.06,0.40,0.6500,254.6967,27.6445
0.25,0.69,0.3623,255.7560,-69.3353
0.30,7.43,0.0592,254.6314,58.9364
0.25,1.03,0.2427,255.1357,32.6697
0.25,1.34,0.1642,255.2870,6.8576
0.29,0.56,0.4464,255.7401,33.0637
0.25,0.66,0.3788,255.3732,63.6931
0.25,0.40,0.6250,253.3262,84.7285
0.25,0.26,0.9615,255.7656,61.0415
0.46,0.28,0.8929,256.1688,58.2141
0.25,1.97,0.1168,256.5786,10.3751
0.27,0.66,0.3939,257.0906,0.9641
0.25,0.84,0.2976,257.1722,4.0517
0.25,1.98,0.1162,256.3581,75.4078
0.27,0.63,0.3968,257.3206,31.6161
0.30,0.43,0.5814,257.5157,42.3675
0.25,0.34,0.7353,257.5605,39.0099
0.25,0.40,0.6250,257.7113,45.8533
0.27,0.64,0.3906,258.0005,23.3792
0.25,0.31,0.8065,257.7348,69.6005
0.25,1.12,0.2232,258.3960,16.0474
0.25,0.95,0.2632,258.7292,35.5207
0.25,1.41,0.1773,258.9367,29.4038
0.38,0.75,0.3333,260.0224,-60.1562
0.25,1.68,0.1250,259.4272,24.2124
0.25,0.52,0.4808,259.8711,40.9220
0.25,2.07,0.1836,260.0950,11.3179
0.39,0.60,0.4167,260.1104,62.6042
0.25,0.38,1.1316,260.6469,0.9530
0.25,0.51,0.4902,65.3663,-55.9286
0.25,0.63,0.3968,138.0070,-23.5205
0.37,0.56,0.5357,138.3379,23.0763
0.25,0.49,0.7959,138.3816,28.9506
0.25,0.57,0.5439,138.3877,29.9992
0.51,8.47,0.1736,138.5227,40.1128
0.25,0.88,0.2841,138.5594,43.1332
0.25,2.80,0.0929,138.1556,-58.8414
0.25,0.54,0.9259,138.7416,53.3833
0.25,0.89,0.2809,138.7459,51.3594
0.25,1.35,0.2222,138.6504,36.1048
0.25,0.78,0.3462,138.6395,30.1409
0.25,1.74,0.2529,138.7325,46.9027
0.29,1.47,0.2041,138.6561,8.1176
0.25,2.23,0.1480,138.7466,29.7305
0.52,8.75,0.1223,138.8138,40.9174
0.25,0.62,0.6452,138.7262,15.6922
0.25,0.70,0.6143,138.7571,19.6999
0.50,12.12,0.1667,138.3759,-60.7899
0.25,0.65,0.3846,138.6511,-19.5520
0.25,0.40,0.8000,138.8655,31.8038
0.25,6.00,0.0983,138.9862,44.3302
0.25,0.75,0.3333,138.7706,-28.2655
0.36,0.57,0.4386,139.1884,59.7725
0.38,0.55,0.5455,138.9248,15.2207
0.26,1.38,0.2174,138.9797,20.9272
0.25,0.48,0.6875,138.9555,10.1345
0.25,0.54,0.4630,138.4385,-69.3295
0.25,1.53,0.1242,138.9139,-6.4544
0.37,0.62,0.4032,138.8708,-25.5686
0.55,0.47,0.5319,138.8850,-23.8472
0.25,1.42,0.1761,139.6354,74.3191
0.32,4.39,0.1458,138.6650,-60.4350
0.25,1.18,0.2119,139.6301,73.7588
0.25,1.50,0.1667,139.1942,45.8129
0.26,4.84,0.1612,138.8941,-35.6479
0.25,0.94,0.4043,139.0896,17.7285
0.25,0.96,0.1667,138.9729,-32.1923
0.25,0.45,0.5556,139.0485,-16.3124
0.25,0.76,0.3289,139.0233,-24.5760
0.25,1.04,0.2404,139.0791,-23.6331
0.25,0.72,0.4861,139.4114,52.9931
0.76,22.76,0.1366,139.3516,41.9982
0.39,1.70,0.1706,154.7686,46.4537
0.36,0.69,0.5362,154.7912,34.6698
0.25,0.67,0.4776,154.7369,1.6592
0.25,0.57,0.4737,154.7829,-1.2398
0.29,0.50,0.5000,154.7534,-37.6716
0.26,0.54,0.7593,154.8827,-3.3342
0.26,0.58,0.4310,154.4908,-73.8333
0.25,0.66,0.3788,155.1794,65.1733
0.25,0.39,0.6410,155.0221,38.6193
0.25,0.82,0.3049,154.9240,-25.8163
0.25,1.35,0.1852,155.1943,53.9679
0.27,3.22,0.1242,155.4647,74.1745
0.44,0.48,0.5208,155.0772,-28.8691
0.25,1.97,0.1015,155.1194,-39.3523
0.25,0.83,0.3012,155.4353,56.9288
0.40,0.54,0.4630,155.2080,-23.4674
0.26,0.44,0.7045,155.3619,38.3000
0.25,0.70,0.6857,155.3752,5.9420
0.62,0.49,0.5306,155.5062,38.4861
0.25,3.63,0.1625,156.0418,78.6277
0.38,0.46,0.7174,155.4652,0.2968
0.25,0.79,0.3418,155.5810,36.5834
0.25,0.40,0.8500,155.5626,20.5859
0.48,7.05,0.0908,155.5758,21.5731
0.25,1.79,0.1676,155.4893,-22.2689
0.25,0.62,0.4032,155.7082,48.6332
0.40,0.73,0.4521,155.5921,1.2032
0.25,0.64,0.5156,155.6752,20.8568
0.25,0.37,0.6757,156.0156,70.8806
0.25,0.80,0.4250,155.6964,-22.6068
0.26,0.81,0.3951,155.7992,17.9609
0.25,1.41,0.2270,155.9460,53.1055
0.33,0.94,0.2660,155.9012,42.3481
0.39,0.75,0.3333,155.7522,-26.0786
0.67,7.98,0.2180,155.8767,19.8652
0.41,0.66,0.4242,155.7578,-39.1667
0.25,0.62,0.6774,155.8811,10.9599
0.27,0.46,0.7826,155.9989,6.4858
0.27,1.53,0.2614,155.9227,-35.8287
0.35,0.77,0.5584,156.3086,67.2955
0.58,0.61,0.4098,156.2888,58.1499
0.25,4.82,0.1929,156.0641,-28.7292
0.26,1.17,0.4701,156.0682,-32.4828
0.25,0.57,0.6667,156.2292,32.0218
0.25,0.85,0.2941,156.1278,-21.7949
0.46,0.56,0.4643,156.3011,45.5617
0.25,0.52,0.5577,156.1912,-0.8882
0.40,0.43,0.9070,156.2222,9.5926
0.43,0.50,0.5000,156.2753,28.0945
0.25,0.45,0.5556,156.1349,-36.2738
0.25,3.51,0.0912,156.2797,17.1558
0.35,13.40,0.0649,156.1792,-39.3075
0.36,1.30,0.1923,345.7412,16.6017
0.36,3.72,0.1210,345.7889,23.7592
0.25,0.40,0.6250,346.1666,-34.0533
0.25,0.62,0.4032,346.1407,27.3238
0.32,3.06,0.1242,346.4554,-30.6113
0.25,1.89,0.2063,346.4501,3.5447
0.29,0.48,0.6042,346.8439,43.6004
0.25,1.04,0.2404,346.8885,22.9997
0.25,0.86,0.2907,347.6382,-80.9624
1.16,2.91,0.1306,347.2602,18.1754
0.25,1.64,0.1524,347.9331,-68.0944
0.25,0.62,0.4032,347.7682,29.6409
0.84,0.40,1.6750,348.2685,24.2420
0.25,4.45,0.1101,348.3082,6.3242
0.38,0.59,0.4237,348.6468,28.3293
0.25,0.60,0.4167,348.7237,-37.8528
2.98,72.93,0.1640,349.0449,-42.5844
0.31,9.63,0.1786,348.9948,25.5530
0.41,0.45,1.3333,349.3490,-4.7275
0.25,1.34,0.2239,349.3410,5.6575
0.36,8.07,0.1363,349.5927,-4.4156
0.25,0.86,0.2907,349.7917,-66.6751
0.25,1.49,0.4631,349.8523,5.9063
0.44,0.47,0.5319,349.8413,19.0215
0.44,0.75,0.3333,350.0041,32.9222
0.30,0.44,2.0000,350.0412,-1.8583
0.39,0.65,0.4462,350.2638,26.4205
0.25,0.77,0.6104,350.2906,33.3994
0.25,1.29,0.1938,350.6257,45.6086
0.47,0.56,0.5536,350.6778,4.2214
0.25,4.80,0.1063,350.9777,9.6691
0.72,0.87,0.2874,351.1131,-68.3610
0.25,1.47,0.1701,351.3382,-57.7891
0.78,0.54,0.4630,351.2653,8.2674
0.25,0.79,0.5190,351.6356,-12.5159
0.25,0.54,0.5185,351.6439,0.8397
0.25,0.54,0.5185,351.8739,12.3840
0.38,0.63,0.3968,351.8914,30.0543
0.25,0.74,0.4865,156.4471,13.7180
0.25,1.67,0.1317,156.3690,-39.8265
0.25,2.11,0.0948,156.8088,71.4146
0.27,1.37,0.2336,156.3629,-50.2135
0.25,0.61,0.4098,156.4929,-32.9006
0.25,1.42,0.6056,156.6192,20.2268
0.27,1.67,0.1497,156.7005,47.0857
0.25,0.82,0.4146,156.5926,0.6829
0.38,0.60,0.4167,156.7244,44.0062
0.25,1.02,0.2451,156.3880,-67.7453
0.25,0.79,0.3165,156.5831,-34.9600
0.25,1.83,0.1421,156.5554,-45.7352
0.25,0.73,0.3425,156.6686,-19.0537
0.31,0.44,0.5682,156.6899,-21.8660
0.25,0.63,0.4762,156.7381,-0.5468
0.25,2.03,0.1379,156.8275,28.5070
0.25,1.37,0.2336,156.7341,-24.0902
0.25,1.18,0.3814,156.8654,1.2435
52.30,3.78,5.2063,156.8233,-25.5493
0.56,0.61,0.6066,156.9363,17.5515
0.25,0.69,0.4058,156.8724,-18.8099
2.68,1.43,0.1748,156.8416,-33.8780
0.30,1.09,0.2294,157.2018,68.4671
0.75,0.98,0.2551,156.8428,-43.1333
0.31,0.79,0.4304,157.0255,17.4657
0.78,0.97,0.2577,156.9742,-40.0838
3.22,94.63,0.1631,156.9638,-43.9046
0.25,0.51,0.8824,157.1123,12.7017
0.25,1.04,0.2404,157.1804,39.8369
0.25,0.58,0.4310,157.0778,-31.5215
0.25,0.56,0.8036,157.2234,26.3371
0.25,0.72,0.4167,157.2160,19.7598
0.25,0.46,1.5652,157.2742,22.2125
0.25,0.56,0.4821,157.3163,26.0991
0.31,0.40,0.7000,157.3375,29.4905
0.35,0.48,0.5208,157.2246,-31.6073
0.25,0.37,0.6757,157.4491,51.8040
0.25,0.73,0.6027,157.1849,-50.9701
0.25,0.66,0.3788,157.7001,73.8859
0.25,0.59,0.4237,157.7639,75.9220
0.25,0.73,0.3699,157.3742,19.6206
0.25,1.49,0.1812,157.2960,-30.3438
0.31,3.46,0.0809,157.2545,-44.4041
0.25,0.52,0.6538,157.4575,39.0122
0.26,2.17,0.1198,157.2716,-43.8485
0.49,7.50,0.1253,157.3045,-44.1219
0.26,0.60,0.7167,157.4574,19.8397
0.75,10.97,0.1231,217.5389,31.2166
0.26,0.83,0.3855,217.7657,-29.6665
0.25,0.71,0.3521,217.6344,14.0231
0.31,2.91,0.0756,218.5012,-78.3866
0.25,0.92,0.3152,217.6765,1.8809
0.34,2.04,0.1225,217.6630,7.2756
0.25,1.50,0.2467,217.6838,0.2504
0.26,2.71,0.1070,217.6077,35.3201
0.34,6.06,0.0875,217.9934,-55.4677
0.25,1.19,0.2185,217.7091,13.9694
1.08,19.70,0.0954,217.9139,-43.4195
0.25,0.81,0.3086,217.8495,-28.7490
0.33,0.40,0.6250,217.7128,14.5083
0.25,1.11,0.2252,217.7543,5.9779
0.25,1.54,0.1234,217.6800,29.1806
0.25,1.39,0.1799,217.8230,7.9445
0.25,0.75,0.4000,217.8643,-3.2919
0.35,0.47,0.5319,217.7704,28.2869
0.34,4.29,0.1096,217.8623,3.0082
0.25,0.87,0.2874,217.7914,27.2364
0.25,1.35,0.1852,217.5935,59.4701
0.26,0.66,0.3788,217.8694,7.0629
0.25,0.81,0.3086,217.8398,35.6219
0.25,1.18,0.2542,218.0915,-28.3783
0.86,18.71,0.1790,218.1687,-44.1743
0.52,0.98,0.5408,217.9859,6.2513
0.54,0.45,1.0000,218.1072,-29.6419
0.30,0.40,1.4500,218.1251,-29.9246
0.25,2.25,0.1200,217.9730,21.9383
0.25,1.54,0.2338,218.1626,-30.1381
0.25,0.74,0.3378,217.9786,33.6409
0.37,6.57,0.1187,218.1053,8.0797
0.25,0.59,0.4237,218.1133,27.4271
0.25,1.65,0.1515,218.1810,9.8894
0.25,2.36,0.0890,217.3294,79.2432
0.25,0.56,0.4643,218.3568,-33.7598
0.27,0.43,0.5814,218.2298,11.5932
0.25,0.98,0.2551,218.1598,31.6695
0.25,0.56,0.4464,218.1637,36.3029
0.25,0.71,0.3521,218.1131,49.9051
0.25,0.40,1.4000,243.8495,59.9486
0.25,0.54,0.4630,244.1315,35.7070
0.25,0.47,0.5319,244.8573,-64.8034
0.25,0.73,0.3425,244.0719,47.9811
0.27,0.92,0.3478,244.5565,-31.4419
0.25,0.41,1.0244,244.4530,-6.8321
0.25,0.41,0.6098,242.8712,81.3047
0.32,0.54,0.5370,0.8789,-10.7496
0.47,5.14,0.1128,0.9940,20.7522
0.25,0.48,0.7083,1.0391,-11.9827
0.25,0.97,0.2577,1.1013,31.4719
0.40,0.42,0.5952,1.1044,47.4855
0.26,0.51,0.4902,1.1878,26.8317
0.46,0.94,0.3404,1.1972,-1.5711
0.25,3.50,0.1286,1.1905,-62.0624
0.28,1.24,0.2016,1.2499,-27.7188
0.41,0.64,0.3906,1.3995,-34.8144
0.25,1.67,0.0778,1.4257,-75.7066
0.25,1.23,0.3089,1.4709,22.5372
0.69,0.73,0.4795,1.5573,-22.8480
0.32,0.45,1.0444,1.5825,20.2039
0.25,1.32,0.1894,1.5893,17.4341
0.28,2.06,0.1748,1.6125,-13.4164
0.25,0.54,0.4630,1.6697,26.1547
0.25,1.18,0.2119,1.8137,28.3510
0.25,2.21,0.1131,1.8195,27.7088
0.76,1.24,0.3226,1.8171,8.3008
0.25,1.01,0.2871,1.8291,32.6083
0.73,0.91,0.2747,1.9029,-72.1949
0.25,0.50,0.5000,1.9744,39.7149
0.25,1.31,0.1908,2.0131,33.0735
0.25,0.58,0.4655,2.0287,9.7191
0.49,0.66,0.4697,2.1484,-33.8556
0.42,0.66,0.4242,2.1572,-0.7370
0.25,0.37,0.6757,2.1801,37.4482
0.25,0.66,0.3788,2.2435,23.8279
0.69,0.42,1.4048,2.2529,-32.9206
0.28,0.45,0.7556,2.2928,-6.9254
1.23,0.38,0.6579,2.3639,47.3537
0.25,3.43,0.1312,219.4708,-0.3992
0.25,0.59,0.5254,219.3417,36.5679
0.25,0.59,0.4237,219.8398,-39.2734
0.25,0.92,0.2717,219.5672,40.4550
0.45,0.70,0.3571,219.4706,69.0140
0.25,2.04,0.0931,219.5774,64.1712
0.27,0.55,0.4545,220.0352,42.7773
0.25,3.25,0.1723,220.2741,-17.4771
0.27,1.59,0.1950,220.4797,-43.6189
0.25,1.34,0.4030,220.1594,53.5042
0.25,0.59,0.4237,220.5288,35.4399
0.32,0.49,0.5102,220.6125,22.3442
0.25,0.84,0.3333,221.1084,-31.1435
0.25,0.58,0.4310,220.9233,23.0193
0.25,0.53,0.4717,220.9555,53.3995
0.27,1.17,0.4017,221.2607,-13.9476
0.25,1.11,0.2252,221.3127,38.7290
0.25,2.44,0.1270,221.3544,38.7792
0.25,1.32,0.1894,221.5632,16.0961
0.35,0.48,0.5208,221.8620,-49.8999
0.28,0.93,0.4086,221.8630,-22.1571
0.25,4.85,0.1155,221.8483,-17.4452
0.25,0.71,0.3521,221.8019,18.8596
0.48,6.19,0.1470,221.9451,-19.0796
0.40,0.60,0.5167,222.2214,-27.8738
0.25,0.81,0.3086,222.0855,13.9599
0.25,0.57,0.4386,222.3817,17.2012
0.25,1.56,0.1603,222.2944,38.4142
0.25,0.40,1.4250,78.5540,-27.7496
0.56,0.52,0.4808,78.7596,6.2656
0.25,1.42,0.1761,78.8146,6.2645
1.21,0.73,1.0411,78.6381,-45.2467
0.41,1.04,0.2404,79.5914,67.7312
0.25,1.17,0.1795,78.8399,-26.4707
0.25,0.85,0.2941,78.8198,-30.5323
0.26,0.77,0.3247,78.9291,-16.1099
0.25,0.79,0.3165,79.0580,6.1072
0.35,0.37,0.6757,78.9158,-22.7088
0.40,0.66,0.7121,79.0435,-0.1492
0.25,0.46,0.5435,78.5919,-60.7881
0.35,0.43,0.5814,79.0858,-10.5639
0.24,2.98,0.1107,78.6241,-62.1706
0.25,2.00,0.1450,78.6262,-62.2289
0.25,1.28,0.1953,79.0855,-13.4720
0.25,0.72,0.3472,78.7822,-53.7357
0.36,0.52,0.6346,79.2832,6.9281
0.25,3.17,0.1451,79.1907,-12.3503
0.29,0.45,0.5556,79.8646,63.5140
0.25,0.49,0.5102,79.2023,-26.4661
0.27,2.84,0.1232,79.1633,-37.1024
0.39,0.80,0.3250,79.4386,-1.1877
18.18,44.48,0.2221,79.5128,13.4179
0.25,0.95,0.2632,79.3593,-23.7459
0.25,0.69,0.5797,79.4274,-15.5256
0.25,0.96,0.2604,80.2006,66.2448
0.29,0.73,0.5068,79.8553,17.7086
0.25,0.67,0.3731,79.8136,5.8786
0.43,0.51,0.4902,79.7187,-17.5131
0.25,1.10,0.2273,79.8256,1.3332
0.25,1.89,0.1323,79.2921,-64.9581
0.49,1.99,0.1256,79.8861,-17.9917
0.25,0.29,0.8621,79.4497,-62.9154
0.42,0.81,0.3086,80.0229,6.5818
0.46,1.56,0.1603,80.0539,5.8380
0.25,1.49,0.3960,79.8932,-32.6578
0.25,0.37,0.6757,79.9420,-32.1438
0.37,5.98,0.1171,80.1700,8.8078
0.25,0.40,0.6250,80.2327,3.2402
0.31,0.83,0.3012,80.2693,4.0086
0.26,1.60,0.2125,80.3402,4.8880
0.31,0.84,0.2976,79.8339,-61.6624
0.25,1.26,0.1984,80.4798,3.3418
0.36,0.40,0.6250,80.2600,-36.9502
0.25,1.47,0.1701,80.3752,-26.2378
0.25,2.15,0.0744,80.4519,-23.8103
9.88,0.66,4.4697,191.6914,-49.2694
0.25,1.01,0.2475,191.6756,-40.0269
0.25,1.06,0.2358,191.4085,77.5903
0.25,0.59,0.4746,191.7324,-41.4980
0.44,0.96,0.2604,191.8048,-33.6426
0.39,0.61,0.5574,191.7354,36.5314
0.27,2.89,0.1349,191.7381,42.2653
0.25,0.72,0.3472,191.8454,-41.2401
0.25,0.70,0.4714,191.8116,-10.0642
0.62,0.76,0.3947,191.7584,40.5986
0.28,0.78,0.3205,191.8838,-53.9440
0.39,0.65,0.3846,191.7830,27.7925
0.60,2.50,0.1360,191.8735,-39.5712
0.26,2.37,0.1097,191.9087,-53.5523
0.25,0.71,0.6197,191.8684,3.0372
0.30,0.48,0.5208,191.9147,-26.1950
0.25,0.35,0.7143,191.7171,71.9103
0.34,0.67,0.8209,191.8295,47.1573
0.25,1.35,0.1852,191.8682,27.4578
0.25,0.99,0.3838,191.9413,4.3384
0.25,1.69,0.1716,191.9894,-22.2683
0.60,3.11,0.1061,192.0153,-27.5760
0.56,0.40,0.6250,192.0000,18.8380
0.71,15.18,0.1601,192.0551,-3.3326
0.25,0.80,0.4125,192.0790,-20.2907
0.25,1.21,0.3719,192.0616,10.9844
0.25,1.19,0.2101,191.5858,83.4142
0.25,0.47,0.6596,192.0929,8.4889
0.25,0.75,0.3333,192.1712,26.4195
0.37,0.70,0.4286,192.1732,34.4762
0.25,0.58,0.6724,192.1865,35.3340
0.28,1.70,0.2824,192.1931,41.9213
0.36,4.70,0.0723,192.2589,-8.6646
0.25,2.74,0.1715,192.2801,-11.4104
0.25,0.64,0.4688,192.2541,34.8627
0.27,2.60,0.2038,192.2971,3.3888
0.25,1.29,0.2326,192.3571,-5.1978
0.25,0.40,0.7500,192.3451,9.8155
0.25,2.00,0.2000,192.4186,-11.0920
0.60,1.14,0.2982,192.4430,-23.8617
