fnu_12,fnu_60,rat_25_60,ra,dec
0.25,0.74,0.3378,15.7066,-65.6110
0.29,0.58,0.4310,15.9393,-27.7535
0.25,0.39,0.6410,16.0218,-51.1331
0.25,1.64,0.1890,16.0788,-35.1206
0.26,0.40,1.3000,16.0690,-51.0240
0.25,0.44,0.5682,15.1939,-85.5259
0.25,0.58,0.4310,16.1215,-33.6549
0.25,2.81,0.2847,16.1118,-64.1202
1.55,1.03,0.2816,16.2730,2.1607
0.25,0.67,0.4030,16.2303,-27.4292
0.25,0.72,0.4444,16.3884,31.9689
0.25,0.43,1.5116,16.3143,-46.3393
0.25,0.73,0.3425,16.7195,75.6011
0.27,0.54,0.4630,16.4034,-47.0705
0.76,0.40,1.7750,16.5714,25.5553
0.25,2.11,0.1991,16.5522,-30.1766
0.26,0.82,0.3537,16.6533,10.5241
0.39,0.47,0.7447,16.6316,-6.2058
0.41,0.48,0.5208,16.8274,32.5177
0.25,1.00,0.5600,16.7971,13.9511
1.36,0.40,0.9500,16.8546,33.9955
0.29,0.41,10.4390,16.7530,-38.5271
0.29,0.44,0.5682,16.9279,48.7887
0.25,0.84,0.9167,16.8877,2.1824
0.25,1.28,0.2344,16.8308,-36.7580
0.74,21.73,0.1634,16.9407,-17.5099
0.25,1.49,0.1678,16.8509,-69.8784
0.25,0.43,0.5814,17.0443,-46.0956
0.26,1.54,0.1623,16.7585,-80.3085
0.25,0.78,0.4615,17.2583,1.3799
0.25,1.00,0.2500,17.1904,-46.4738
0.25,2.27,0.1233,17.3627,35.7187
0.26,0.55,0.8727,17.3338,14.3329
0.38,0.91,0.3077,17.2324,-45.3025
0.25,1.56,0.4295,17.5027,0.4101
0.25,0.62,0.4032,17.6210,43.2872
0.35,7.42,0.1173,17.5409,-16.8510
0.25,0.40,1.4750,17.5212,-35.4871
0.25,0.62,0.9194,17.7166,24.4554
0.25,1.57,0.1592,17.6474,-30.2214
0.47,0.40,1.1000,17.6844,-12.0304
0.25,2.23,0.1345,17.8431,27.9302
0.25,0.51,0.5490,17.8760,23.2126
0.25,1.38,0.1884,17.8774,1.3210
0.37,0.60,0.4167,17.9365,35.2770
0.26,1.39,0.2014,17.8467,-29.2320
0.26,0.60,0.4167,17.8298,-45.9300
1.09,1.84,0.9565,17.8649,-38.0842
0.25,0.69,0.6087,40.1692,16.8310
0.25,1.19,0.2185,40.0997,-8.4333
0.82,0.54,0.4630,40.0965,-33.4353
0.37,0.44,0.5682,40.1625,-21.0030
0.25,0.43,0.5814,40.1907,-15.1414
0.25,0.69,0.4203,292.6174,-57.2850
0.58,0.55,0.4545,292.9266,-67.3293
0.25,1.05,0.2667,292.5602,-39.4109
0.25,0.59,0.4237,291.8898,61.9251
0.25,0.72,0.3472,291.8174,65.3085
0.25,0.88,0.2841,292.0404,52.8949
0.25,0.58,0.6034,292.6992,-47.7466
0.32,0.48,0.6667,292.9271,-53.5571
0.25,0.61,0.4098,292.3893,41.3054
0.25,1.32,0.1894,292.7191,35.7862
1.30,0.40,1.7000,292.7431,35.8074
0.46,0.58,0.4310,292.7090,41.3049
0.25,2.95,0.1525,293.0849,-29.3859
0.25,0.41,0.6098,291.4981,79.9177
0.25,1.18,0.2373,293.2163,-45.2278
0.25,1.18,0.2119,292.8762,35.8772
0.28,2.65,0.1094,292.7762,54.0980
0.25,0.33,0.7576,293.1622,37.8721
0.27,0.40,1.2500,293.9147,-60.1040
0.37,0.42,0.5952,293.7461,-46.1341
0.45,1.12,0.3036,293.5851,-15.5371
0.27,0.45,0.5556,294.0198,-61.0302
0.26,0.73,0.3425,294.0990,-64.5831
0.25,1.36,0.1838,293.4987,50.0155
0.38,0.64,0.3906,294.4011,-65.8124
0.40,0.79,0.9747,292.8832,77.3791
0.28,4.52,0.2168,294.1192,-20.0779
0.25,1.33,0.2556,294.1897,-32.5666
0.49,2.13,0.1080,294.2775,-42.2961
0.25,0.69,0.3623,294.4310,-52.8417
0.25,1.02,0.2451,294.5014,-51.9894
0.25,0.69,0.3623,294.5822,-49.3362
0.25,1.76,0.1420,294.7076,-58.2265
0.25,1.02,0.2451,294.3451,40.7080
0.25,1.22,0.2049,294.9015,-52.3688
0.25,2.14,0.1589,295.1636,-60.0481
0.56,0.32,0.7812,294.2902,59.7199
0.25,0.32,0.7812,295.0995,-55.8588
0.26,2.09,0.1435,334.2114,41.5023
0.60,1.70,0.1471,334.4212,-23.7307
0.25,0.63,0.6032,334.4262,-15.5721
0.25,1.32,0.1894,334.3171,33.5044
0.39,0.90,0.4000,334.2915,41.0997
0.25,1.61,0.1925,334.3299,35.5717
0.37,1.08,0.2315,334.2809,48.6172
0.25,1.93,0.1451,334.6286,4.2770
0.25,3.01,0.1196,334.5724,40.5630
0.25,3.63,0.1157,179.5215,27.8769
0.33,0.76,0.3289,179.5749,-51.1359
0.25,0.77,0.7532,179.6953,15.7169
0.25,0.96,0.2604,179.7386,30.4100
0.38,0.41,0.6098,179.9320,-20.9715
1.11,0.40,1.2750,179.9918,76.2434
0.30,0.72,0.3472,180.2722,-24.5651
0.25,1.28,0.2188,180.2809,-42.7448
0.82,13.87,0.1009,180.5502,62.1364
0.25,0.76,0.4079,180.5726,4.3402
0.25,0.70,0.3571,180.7204,-16.3726
0.77,8.28,0.1691,180.7880,44.5317
0.30,0.41,1.0488,180.9546,4.2202
0.26,2.53,0.1186,181.0152,31.8958
0.25,2.86,0.1329,181.1827,31.1689
0.30,1.57,0.2803,181.2058,-2.3828
0.50,17.21,0.0657,181.3913,50.5403
0.31,0.52,0.7115,181.4069,8.9972
0.25,4.05,0.0765,181.5031,47.4790
0.25,0.66,0.4697,181.5310,-22.8531
0.25,0.64,0.3906,181.6664,-47.3478
0.28,0.46,0.5435,181.6704,-28.3314
0.25,2.48,0.1008,181.7908,-40.2075
0.26,3.41,0.1701,181.7872,16.9967
0.25,0.43,0.5814,181.8970,60.4340
0.26,0.58,0.4828,181.9299,17.2959
0.22,4.64,0.1293,182.2039,74.9046
0.30,2.76,0.1594,182.2472,-36.7033
0.25,0.44,0.5682,182.4478,77.7411
0.25,1.44,0.1736,182.4961,46.4577
0.25,0.87,0.3333,182.7195,76.1228
0.25,1.03,0.2427,182.7803,-31.1268
0.25,1.04,0.2885,183.0951,-52.4609
0.25,0.97,0.2577,183.1011,28.8175
0.25,0.64,0.4844,183.2901,16.2953
0.43,1.03,0.4369,183.2868,32.5959
0.39,5.57,0.1257,183.5533,-47.2286
1.48,0.40,1.0000,183.5243,66.1091
0.25,1.89,0.1323,183.7370,63.7786
0.50,0.64,0.3906,183.7663,33.1991
0.25,1.48,0.4595,183.8845,21.9166
0.35,1.11,0.2703,183.8911,21.8338
0.25,0.66,0.3788,183.9716,54.7089
0.25,0.90,0.2778,183.9988,27.4405
0.25,0.79,0.3165,184.2045,47.4459
0.25,3.48,0.1149,184.2441,-26.2097
0.25,2.12,0.1132,184.3441,70.8088
2.78,56.07,0.0621,192.7206,41.1210
0.39,0.44,0.5682,192.7552,28.9265
0.25,1.82,0.3242,192.9357,25.7742
0.25,4.62,0.0714,192.7046,77.3152
0.30,2.64,0.1705,193.0918,-1.2004
0.24,2.85,0.1263,193.1626,-39.0290
0.25,1.90,0.2526,193.2231,28.3712
0.28,4.92,0.1341,193.2950,-27.4639
0.25,0.72,0.4028,193.3974,-26.2929
0.42,3.60,0.0889,193.4404,-6.6234
0.26,0.68,0.3676,193.7510,-40.9675
0.25,2.71,0.1107,193.7176,-10.2489
0.25,1.13,0.3894,193.7964,2.9048
1.04,0.73,0.5068,193.8094,-8.1207
0.25,1.70,0.1471,194.0536,-29.5038
0.32,0.60,1.3500,194.0383,-8.1583
0.85,20.26,0.1910,194.2039,-8.5256
0.56,1.14,0.3070,194.1940,5.9147
0.25,0.92,0.2717,194.4001,-49.7507
0.25,1.10,0.2273,194.4191,-53.3929
0.44,9.45,0.0720,194.5049,1.5751
0.25,1.12,0.2232,194.3242,70.2026
0.82,0.44,0.5682,194.7583,28.1149
0.25,1.84,0.2120,194.7496,34.8480
0.29,0.52,0.8077,194.9892,2.0498
0.45,0.59,0.4237,194.9086,53.3454
0.36,0.50,1.2200,195.1565,-6.4769
0.41,2.45,0.1469,195.1596,-4.6033
0.25,0.72,0.3472,195.2268,27.7924
0.25,0.65,0.3846,195.3328,-32.4015
1.00,5.36,0.0858,195.4587,4.3327
0.25,1.24,0.2016,195.3178,65.0007
0.28,1.77,0.2429,195.5534,-14.9698
0.31,7.53,0.1833,195.5833,-15.7683
0.94,0.57,1.3333,195.8503,-32.2375
0.25,1.36,0.2574,195.8711,-29.8291
0.43,0.64,0.9688,196.1000,-30.5416
0.64,0.60,0.5000,196.0844,-7.6543
3.63,388.08,0.0367,196.3629,-49.4677
0.32,2.41,0.1245,196.2838,-6.4949
0.25,0.92,0.2717,196.5439,-29.7277
0.25,0.86,0.2907,196.4379,46.4632
4.56,0.44,2.6818,196.7270,-37.5483
0.25,1.10,0.4000,196.7198,-28.5569
0.25,1.39,0.1799,196.7877,-28.2287
0.25,0.90,0.3000,196.7659,13.0733
0.26,0.51,0.4902,196.9046,62.2131
0.25,0.51,0.4902,197.0747,45.3641
0.72,0.49,0.5102,197.2274,28.1815
0.26,0.59,0.4746,197.2631,6.9643
0.25,0.56,0.4464,197.3259,46.2464
0.25,0.72,0.3472,197.4536,-24.2361
0.25,0.53,0.6038,197.5955,-7.1731
0.30,5.23,0.1166,197.6592,-41.5600
0.25,0.49,0.5306,197.7932,-28.0106
0.65,18.74,0.0576,197.7348,37.0589
0.25,3.06,0.1732,197.1195,84.6306
0.37,0.60,0.4167,197.9983,20.7915
0.25,1.17,0.2137,198.2319,-32.6897
0.37,0.45,0.6444,198.1244,34.0584
0.25,0.78,0.4103,198.2452,27.1432
0.25,0.98,0.2551,198.0784,70.6498
0.25,1.12,0.2232,198.4365,6.9896
0.25,0.72,0.5000,198.4647,-3.6054
0.25,1.20,0.2500,198.7043,-20.4065
0.43,0.36,0.6944,198.6396,30.7039
0.25,2.61,0.0651,198.4002,78.2416
0.25,1.06,0.2358,198.7790,30.4068
0.25,2.42,0.1612,199.0956,-26.5612
0.25,2.74,0.1168,19.0759,46.7439
1.79,2.30,0.3478,19.0419,33.0948
0.33,1.79,0.1788,19.0121,4.2929
0.28,0.65,0.3846,19.0612,31.0325
0.25,1.01,0.2970,19.0271,1.5684
0.25,0.66,2.6667,18.9838,-50.1874
0.26,0.55,1.1091,19.1865,16.4007
0.41,0.46,0.5435,19.4102,43.6462
0.25,0.55,0.4545,19.3340,-33.8420
0.25,1.83,0.1858,19.4381,10.1972
0.51,0.40,1.1500,19.5326,7.3290
0.25,0.46,0.5435,19.5233,-36.5057
0.32,9.06,0.2020,19.5372,-44.4610
0.38,0.69,0.3623,19.5409,-46.2432
1.32,3.52,0.1193,19.6434,-0.2287
0.44,2.19,0.0868,19.6910,-23.9440
0.39,0.70,0.4143,19.7058,-16.8035
0.97,0.65,0.5538,19.7595,4.3234
0.63,0.47,0.5319,19.8216,34.8549
0.25,4.11,0.1800,19.7591,-17.0602
0.25,3.09,0.1262,19.8262,4.5788
0.25,0.40,2.0000,19.7024,-53.2899
0.25,0.73,0.4247,19.8522,12.4477
0.56,6.41,0.1716,19.9356,3.4097
0.25,1.15,0.4609,19.9761,16.5447
0.28,2.85,0.1333,19.9997,14.7860
0.25,0.68,0.3676,20.4411,78.6300
0.26,1.20,0.2750,19.9544,-16.2614
0.37,11.13,0.1312,20.0094,14.3605
0.45,0.57,0.4386,19.9369,-33.0861
0.25,0.60,1.0000,20.1235,38.1592
2.11,1.09,0.2385,20.2224,33.4257
0.25,0.93,0.2688,20.2611,40.4526
0.25,1.29,0.2248,20.1521,-17.3914
1.03,0.45,1.3556,20.2966,42.8567
0.25,0.56,0.4643,20.1992,-8.4868
0.25,0.79,0.3165,20.3051,40.4744
0.38,0.59,0.4237,20.1279,-46.6564
0.25,0.47,0.9362,20.2806,1.3717
0.79,0.68,0.5000,20.3738,14.5024
0.25,1.08,0.2870,20.3651,7.0185
0.26,0.62,0.4194,20.3253,-22.7992
0.25,0.43,1.6047,20.4212,18.5512
0.29,2.97,0.1178,20.3341,-34.0626
0.35,7.97,0.0740,20.4483,17.5925
0.25,1.18,0.2881,20.4426,5.2550
0.25,0.40,0.6250,20.5128,37.4082
0.49,0.40,0.6250,20.5451,31.7049
0.27,1.19,0.2101,20.5627,34.6690
0.25,1.47,0.3061,20.5012,-1.0392
0.25,0.72,0.9028,20.6415,50.0547
0.25,1.79,0.3296,20.5337,0.9457
0.25,0.75,0.3600,20.5623,16.2982
0.25,1.00,0.2500,20.4579,-42.4186
0.25,1.97,0.1472,20.6536,34.4319
0.25,0.70,0.4571,20.6499,1.8902
0.25,0.45,0.5556,20.7308,33.1748
0.25,0.65,0.3846,20.7964,33.5280
1.64,0.40,1.1750,20.7988,33.2889
0.25,0.56,0.4821,20.7750,22.1617
0.86,0.40,0.6250,20.6845,-36.5945
0.25,1.78,0.1573,20.7587,-6.6358
0.25,1.64,0.1524,20.8726,34.5679
0.89,0.86,0.2907,20.8103,-32.8411
0.41,0.63,0.5397,20.8969,1.5615
0.38,0.68,0.3676,21.0035,34.7691
0.72,0.88,0.4091,21.0180,12.9185
0.25,1.84,0.1576,21.1093,33.7978
0.24,0.40,1.3000,20.9783,-35.0653
0.34,0.40,0.6500,21.0661,-16.7816
0.25,0.40,0.6500,21.1484,21.8841
0.78,31.52,0.0898,21.1453,3.7913
0.80,0.54,0.6296,21.1430,1.7327
0.45,1.02,0.2451,21.1003,-24.1144
0.25,0.52,0.4808,21.0894,-37.3427
0.25,1.06,0.2358,70.5644,-20.4336
0.26,0.64,0.4219,71.3289,11.0679
0.47,0.81,0.3086,70.9253,-57.6593
0.25,0.77,0.4156,71.6086,3.5055
0.25,2.47,0.1174,71.6233,-4.7888
0.25,0.92,0.2717,72.0911,-3.3682
0.25,0.91,0.2747,72.1258,-1.5389
0.25,0.48,0.5208,71.8853,-62.3736
0.25,3.53,0.1161,72.4141,3.3273
0.25,0.74,0.3378,72.5312,-23.8919
0.25,2.59,0.0965,72.4840,-31.9684
0.25,2.45,0.0816,72.9226,-6.2318
0.25,2.47,0.0931,72.9588,-5.8045
0.25,0.31,0.8387,73.0971,-22.9939
0.25,0.73,0.3425,73.2428,1.3298
0.26,2.13,0.1127,74.4960,68.3227
0.25,0.78,0.3205,73.7759,-10.6897
0.42,0.40,0.6250,74.7292,69.1103
0.25,1.29,0.1938,73.3378,-70.5954
0.25,0.60,0.4167,74.4840,-0.1268
0.30,5.74,0.0993,74.5601,-7.7803
0.41,0.77,0.3247,74.6963,-26.6989
0.31,6.83,0.1157,74.8367,-7.8599
0.39,0.70,0.6286,73.9947,-75.5413
0.27,0.97,0.2577,74.5181,-63.9193
0.25,0.96,0.2604,75.2727,-8.9520
0.25,1.51,0.1656,76.4166,76.0186
0.25,2.37,0.1857,75.4211,-34.0319
0.25,0.56,0.4464,75.4882,-26.2146
0.25,0.80,0.3125,75.8660,0.6592
0.25,1.68,0.1845,75.8962,4.6802
0.53,0.45,0.5556,76.1309,-16.5841
0.29,1.52,0.0921,75.5100,-69.5624
0.25,1.00,0.6600,76.7872,30.8255
0.25,0.89,0.2809,76.0825,-63.5791
0.25,4.17,0.1415,77.1192,44.3464
0.34,9.32,0.1406,76.9348,-8.0195
0.29,0.48,0.5208,76.2318,-74.9562
0.25,1.65,0.1333,77.9410,67.4879
0.25,0.81,0.3086,77.8354,51.5351
0.25,0.63,0.4127,77.5498,0.9102
0.25,0.53,0.4717,77.5627,-29.4036
0.25,0.86,0.3721,77.5243,-36.9613
0.29,0.46,0.5435,77.8471,-22.2465
0.25,0.64,0.2969,77.7863,-34.3928
0.73,2.07,0.4203,78.5548,32.7541
2.51,19.46,0.2585,78.6027,32.7994
0.22,2.97,0.1919,79.2187,53.1908
0.25,0.70,0.3571,78.9053,7.1977
0.42,0.53,0.4717,79.1019,6.4720
0.25,0.75,0.3333,78.9560,-23.4757
0.91,0.40,0.7500,79.2618,0.2706
0.25,2.02,0.1386,79.1617,-23.7878
0.65,0.47,1.1277,79.5023,-29.6956
0.25,0.77,0.4156,79.8401,16.8753
0.73,0.66,0.3788,80.0480,5.9228
0.25,0.66,0.3788,79.8167,-37.1422
0.25,1.78,0.1404,81.2656,72.5734
0.25,1.35,0.1852,80.4576,6.6797
0.30,3.57,0.1008,80.6455,-11.4989
0.25,0.84,0.2976,80.5889,-22.3496
0.28,1.38,0.1159,80.8272,-42.7105
0.25,0.64,0.3906,81.0925,-28.6168
0.73,0.51,0.2941,81.6850,-19.2106
0.29,0.89,0.2809,82.1864,49.8835
0.25,0.79,0.3165,82.2418,-47.3891
0.25,0.80,0.3125,82.4202,-24.7148
0.25,0.64,0.4062,82.8295,-40.1139
0.96,0.72,0.3472,83.0388,-7.9173
0.27,0.35,0.7143,83.1396,-49.9023
0.25,2.80,0.1000,83.3083,-36.4006
0.25,0.40,0.6250,79.5487,-86.3848
1.45,138.16,0.0619,84.1712,31.8538
0.25,0.40,0.6250,84.3116,-42.4078
0.25,1.15,0.2957,84.7640,15.5760
0.38,0.55,0.4545,85.8397,69.4318
0.25,1.84,0.1359,85.0518,-22.0027
0.40,0.56,0.4464,86.4105,73.6093
0.25,0.45,0.5556,84.3748,-75.7502
0.25,1.16,0.2155,85.7779,-20.5201
0.25,0.62,0.4032,85.7391,-29.7284
0.25,0.55,0.4545,86.0291,-49.8874
0.25,3.13,0.0799,86.8244,56.1116
0.25,0.59,0.4237,86.5744,-47.2111
0.25,0.72,0.3472,86.5836,-52.0894
0.37,0.63,0.3968,87.0542,-19.5696
0.25,2.39,0.1841,87.3350,17.8411
0.25,1.12,0.2232,88.7760,74.7149
0.25,2.67,0.1386,88.0596,46.8406
0.28,0.70,0.3571,87.2581,-72.5550
0.25,0.61,0.4098,87.8331,-50.5918
0.25,1.08,0.2315,87.9173,-60.9545
0.63,2.80,0.7071,88.7223,46.4390
0.25,0.40,1.5250,88.5265,-51.9852
0.34,0.40,0.6250,336.8903,-31.3693
0.25,0.55,0.4545,336.9151,-36.4854
0.25,0.60,0.4167,337.0370,-60.3916
0.25,0.29,0.8621,337.5664,-79.7121
0.57,1.53,0.1634,337.0644,-2.8839
0.25,0.70,0.3571,337.1130,17.1489
2.92,0.54,0.4630,337.3258,-58.4113
0.75,0.47,0.5319,337.1900,39.0847
0.25,1.57,0.1465,337.3204,37.7527
0.25,0.51,0.6275,337.4821,-8.2798
0.25,0.57,0.6140,337.4981,-5.1212
0.27,0.52,0.4808,337.4694,36.7213
0.25,0.94,0.3404,337.6429,-17.5748
0.25,1.03,0.2427,337.5464,39.1720
0.38,0.65,0.3846,337.5678,37.0640
0.25,0.69,0.3623,337.7957,-37.8254
0.31,0.40,0.6250,337.6386,37.8880
0.43,0.46,0.6087,337.7165,36.5643
0.28,5.84,0.1284,337.8560,-19.0347
0.25,1.07,0.2336,337.8836,30.9579
0.25,1.18,0.3305,337.9660,19.6939
0.41,0.38,2.6316,338.4314,-73.6814
0.37,1.62,0.1605,338.1346,23.2770
0.25,0.58,0.2414,338.5143,-64.7005
0.25,0.70,0.8571,338.2145,39.2135
0.25,0.86,0.2907,338.4687,-40.9330
0.25,2.97,0.1044,339.0435,-81.0647
0.44,2.59,0.1467,338.5944,-10.3530
0.25,0.58,0.7414,338.6527,-22.4902
0.25,0.84,0.2976,338.5705,23.6036
0.25,0.51,0.6275,338.6839,-18.9995
0.25,1.13,0.2212,338.5905,43.8056
0.25,0.94,0.2660,338.9220,-61.5453
0.25,0.67,0.4179,338.8728,-35.1148
0.25,0.85,0.2941,338.6869,50.1644
0.26,0.47,0.5319,338.9088,-37.3675
0.25,2.24,0.2500,338.9032,-15.2092
0.27,3.39,0.1917,338.9440,-26.0494
0.38,0.45,0.5556,338.9900,-41.3426
0.25,0.97,0.5773,339.1511,-26.2604
0.52,0.45,0.7111,339.1821,-12.5489
3.35,0.75,0.3333,339.1219,21.6232
0.25,0.40,0.6250,339.1383,25.7621
0.37,0.71,0.3521,339.2208,19.1445
0.46,19.28,0.0130,339.2647,34.4121
0.28,1.16,0.2155,339.3670,10.5305
0.25,0.90,0.3111,339.3647,35.5250
0.25,1.58,0.1772,339.6581,34.0722
0.25,1.81,0.1381,339.6861,37.5972
0.38,0.41,0.6098,339.8081,19.0563
0.25,0.50,0.5000,340.1088,-66.4783
1.35,0.61,0.4098,339.8829,8.6139
0.25,1.51,0.1656,339.9867,11.0266
0.25,0.62,0.4032,339.9533,38.2118
0.25,0.51,0.4902,339.9764,35.6291
0.25,0.66,0.3788,340.1276,16.0138
0.25,0.50,0.5000,340.1503,11.9074
0.42,0.57,0.4912,340.2302,-27.1938
0.25,0.45,0.5556,340.1692,25.6269
0.25,0.70,0.3571,340.4267,-57.6021
0.32,3.90,0.1744,340.2794,32.1685
0.25,1.12,0.2589,340.3123,23.4072
0.72,0.45,1.3778,340.4548,-44.7690
0.25,0.38,0.6579,340.4476,36.1102
0.25,2.49,0.3133,340.4865,20.2630
0.25,0.67,0.4179,340.5800,-30.0552
0.25,1.26,0.1984,340.4547,37.7188
0.26,0.43,0.5814,340.9371,-75.7737
0.25,2.55,0.1255,340.6403,-37.1848
0.33,2.33,0.0987,340.2239,75.1658
1.33,0.47,0.7660,340.5415,33.2178
0.92,0.72,0.4028,340.7118,-21.1791
0.25,2.03,0.2069,340.6618,29.5061
0.25,1.00,0.5700,340.6634,29.7244
0.75,0.49,0.9592,340.8569,-45.3336
0.25,0.42,0.5952,340.8247,33.9988
0.41,0.65,0.7231,340.9148,6.1212
0.25,0.83,0.3012,340.9702,38.3791
0.25,0.35,1.9429,341.2016,-49.2764
0.32,1.19,0.2101,341.1925,33.4625
0.25,0.58,0.4655,341.3111,-22.7307
0.25,0.91,0.2747,341.3300,-25.8795
0.25,1.08,0.2870,341.2865,6.4296
0.25,3.59,0.1058,341.3836,-39.3414
0.25,0.54,0.4630,341.3303,34.0630
0.25,0.76,0.4605,341.4752,-28.0496
0.36,0.89,0.2809,341.4357,11.1295
0.25,0.74,0.3378,347.5429,-89.1235
0.25,0.72,0.4167,342.0284,-68.9049
0.25,0.39,0.6410,341.9969,-61.3941
0.25,0.76,0.3289,341.8787,5.4735
0.25,1.47,0.3537,342.1325,-66.7233
0.45,0.56,0.6607,341.9690,-22.3049
0.46,0.83,0.3012,341.8876,40.2383
0.42,1.05,0.2667,58.2555,35.5887
0.25,0.84,0.2976,57.4458,-71.6366
0.25,0.75,0.4000,58.3210,32.3092
0.25,1.36,0.1838,59.0164,72.9223
0.25,0.58,0.4310,58.0331,-44.5325
0.28,0.54,0.5556,58.4549,19.9794
0.25,0.96,0.2708,57.9920,-59.9291
0.38,0.84,0.2976,58.1970,-47.4763
0.25,0.54,0.5185,58.5770,17.5886
0.25,0.40,0.6250,58.4678,-17.5907
0.25,0.42,0.5952,58.4226,-28.9576
0.30,0.40,1.6000,58.7122,6.2649
0.25,0.42,0.5952,58.6049,-19.1893
1.60,31.52,0.1469,58.6591,-20.5024
0.27,0.32,0.7812,58.5780,-36.9688
0.25,0.40,0.6250,58.6942,-35.8324
0.25,3.27,0.1070,58.9380,-42.3685
0.25,0.53,0.5283,59.2426,8.5132
0.25,1.07,0.1589,58.4998,-72.1335
0.25,0.69,0.3623,58.7366,-65.9422
0.25,1.07,0.2336,59.2929,-18.7764
0.25,0.95,0.2632,59.9761,67.1009
0.25,0.57,0.4386,60.2558,74.0839
0.28,0.58,0.5517,59.5469,18.5845
0.25,0.43,0.5814,60.6855,78.2809
0.25,1.06,0.2358,59.1636,-59.3942
0.25,2.21,0.1131,59.3652,-46.2084
0.25,1.23,0.2033,59.8601,43.3116
0.25,1.96,0.1888,59.1381,-66.0405
0.25,1.19,0.2101,59.4280,-48.9059
0.25,0.76,0.3289,59.5530,-35.4457
1.42,0.65,0.4000,59.7538,1.2308
0.25,1.56,0.1603,59.5873,-44.4659
0.25,1.38,0.1812,60.6709,71.7086
0.33,0.53,0.6226,60.1360,20.3304
0.25,0.81,0.3086,60.7778,71.7151
0.44,0.61,0.4754,60.1620,21.0489
0.25,0.40,0.6250,59.9777,-21.1348
0.29,0.37,1.1351,60.1874,17.5788
0.27,3.78,0.1138,60.3421,42.8345
0.25,0.48,0.5208,61.4471,78.6589
0.25,0.63,0.5397,60.2979,5.5524
0.25,0.83,0.3012,60.0179,-53.3699
0.25,0.94,0.2660,60.1232,-49.0274
0.27,0.77,0.3377,60.7003,46.6242
0.25,0.59,0.5763,60.0299,-61.2810
0.32,0.43,0.7442,60.5951,25.8194
0.69,22.60,0.0912,59.9051,-67.6358
0.38,0.51,0.4902,60.0790,-67.8057
0.25,2.74,0.1715,60.6077,-18.0469
0.28,4.85,0.1113,60.6999,1.9651
0.25,2.88,0.1562,60.9997,46.2293
0.40,0.67,0.4478,60.8736,26.3624
0.25,0.77,0.3247,60.6934,-21.1164
0.27,0.40,0.7500,60.9431,24.4001
0.25,4.48,0.1585,60.9336,22.1582
0.27,1.43,0.2028,61.1649,33.8084
0.25,2.66,0.1128,60.9794,-11.1784
0.29,0.64,0.3906,60.6379,-62.3153
0.40,0.89,0.2809,60.8888,-43.3983
0.25,1.48,0.1689,61.1127,-2.1878
0.25,1.26,0.2222,61.2592,25.2654
1.09,9.29,0.2831,61.4841,51.4435
0.33,1.11,0.2252,59.6395,-81.0650
0.25,0.89,0.2809,60.4141,-75.1847
0.25,2.30,0.1174,61.0104,-54.0988
0.25,1.18,0.2119,61.3749,4.4106
0.40,1.01,0.2475,62.1184,69.6724
0.25,1.01,0.3267,61.6201,31.2837
0.25,2.25,0.1111,61.6955,-21.1768
0.25,0.69,0.3623,61.7514,-10.1717
0.25,0.76,0.3289,61.3020,-65.8399
0.25,1.83,0.1366,61.9123,3.9700
0.25,1.32,0.2500,62.0145,23.2933
0.25,0.68,0.3676,61.9403,-29.8574
0.26,0.45,0.5556,61.7637,-53.2959
0.25,0.92,0.2717,62.0328,-17.1918
0.37,0.51,0.4902,62.1092,-13.9857
0.30,0.64,0.3906,61.3121,-74.2248
0.26,0.67,0.3731,62.4204,37.0076
0.59,0.86,0.2907,61.3837,-74.9964
0.25,0.83,0.3012,62.2032,-21.7218
0.26,0.67,0.3731,63.2580,75.0055
0.25,0.50,0.5200,59.9645,-84.0959
0.25,0.39,0.8205,62.3029,-30.4156
0.25,0.42,0.5952,62.1746,-49.5801
0.30,0.50,0.5000,62.0807,-58.7521
0.25,0.84,0.2976,62.4828,-1.3736
0.25,0.45,0.6889,62.1912,-62.7961
0.28,2.14,0.0981,62.5937,-23.6168
0.25,0.39,0.6410,62.7739,-14.8705
0.68,0.41,1.3659,62.4757,-56.1176
0.25,0.52,0.4808,66.6034,86.1913
0.25,2.32,0.1121,63.0649,34.9153
0.26,0.70,0.4714,37.6655,27.1592
0.25,1.01,0.2475,37.8123,40.3930
0.25,0.93,0.2903,37.7740,27.7025
0.38,5.32,0.0902,37.6808,-2.9379
0.25,2.99,0.1237,37.9157,22.9162
0.25,0.30,0.8333,37.7722,-36.0324
0.30,0.71,0.4507,37.9170,2.8075
0.40,0.54,0.9815,37.9116,-0.1366
0.44,0.54,0.5000,37.9363,-0.9459
0.30,0.63,0.4286,37.9947,0.9092
0.75,0.41,1.8049,38.2123,49.6483
0.26,0.40,0.9000,38.0521,-1.3698
0.25,1.42,0.2958,37.9613,-36.6711
0.26,0.72,0.3472,38.2109,20.6412
0.25,0.47,0.5745,38.2340,25.0997
0.25,0.45,1.1333,38.1638,0.6171
0.28,0.46,0.6522,38.2233,19.2592
0.25,2.68,0.1642,38.1415,-29.6952
0.25,2.76,0.3152,38.2541,0.4207
0.25,0.98,0.3571,38.3271,22.3930
0.25,0.45,0.5556,38.2463,-10.9760
