galname;fnu_12;fnu_25;fnu_60;fnu_100;rat_12_25;rat_25_60;rat_60_100;ra;dec
20199-3140;25;28;77;154;8929;3636;5000;3057654;-315132
20203-2120;25;63;213;477;3968;2958;4465;3058215;-211863
20204+5934;25;25;92;347;10000;2717;2651;3053770;597370
20205+5215;45;25;105;357;18000;2381;2941;3054778;524114
20205-4409;30;66;504;670;4545;1310;7522;3059988;-439944
20206-2826;25;32;73;218;7812;4384;3349;3059131;-282790
20206-4950;25;27;204;359;9259;1324;5682;3060804;-496856
20210-4348;25;25;81;408;10000;3086;1985;3061184;-436539
20211+0616;25;25;73;186;10000;3425;3925;3058955;64448
20215-1112;25;50;66;179;5000;7576;3687;3060827;-110476
20217+1535;25;25;104;419;10000;2404;2482;3060169;157598
20219+1224;25;25;84;172;10000;2976;4884;3060828;125753
20221-2458;63;127;1336;3033;4961;951;4405;3062787;-248089
20221+0644;25;28;120;426;8929;2333;2817;3061537;69105
20222+1216;25;26;122;486;9615;2131;2510;3061496;124431
20224+5810;28;30;259;799;9333;1158;3242;3058860;583412
20224-3342;45;106;63;199;4245;16825;3166;3064035;-335438
02384+4351;26;25;56;497;10400;4464;1127;404254;440757
02386-0828;29;50;94;122;5800;5319;7705;402681;-82555
02386+1735;25;33;70;287;7576;4714;2439;403569;178116
02388-1008;25;25;115;192;10000;2174;5990;403252;-99309
02389+4308;50;25;56;100;20000;4464;5600;405511;433569
02392+0544;25;25;50;161;10000;5000;3106;404736;59498
02392-1653;28;25;41;117;11200;6098;3504;404028;-166779
02394+1800;25;41;53;195;6098;7736;2718;405606;182162
02395+3919;29;33;231;680;8788;1429;3397;406657;395338
02395+3433;30;131;559;941;2290;2343;5940;406475;347632
02395-2101;25;25;61;83;10000;4098;7349;404599;-208134
02396-0546;47;26;59;177;18077;4407;3333;405407;-55685
02398+2821;32;49;541;1160;6531;906;4664;407008;285736
02400+3206;25;25;80;376;10000;3125;2128;407601;323123
02401-0013;3830;8683;18579;24046;4411;4674;7726;406703;-128
02402+0723;25;27;83;180;9259;3253;4611;407198;75998
02402+3215;25;39;261;492;6410;1494;5305;408113;324649
02403-1238;26;30;40;111;8667;7500;3604;406793;-124254
02403+3707;32;25;250;924;12800;1000;2706;408759;373403
02405+3134;25;25;131;388;10000;1908;3376;408847;317883
02405-0829;25;25;66;195;10000;3788;3385;407502;-82873
02407+3210;25;25;56;343;10000;4464;1633;409467;323881
02407+3217;25;23;175;352;10870;1314;4972;409476;325034
02408+3835;25;25;42;109;10000;5952;3853;409916;387994
02409+0005;25;26;45;161;9615;5778;2795;408783;3060
02409-6006;25;34;90;122;7353;3778;7377;405654;-598974
02409-6150;25;25;83;150;10000;3012;5533;405463;-616221
02410+6215;59;89;77;3230;6629;11558;238;412443;624683
02410-3300;42;25;65;226;16800;3846;2876;407865;-328014
02411-1457;25;25;126;339;10000;1984;3717;408713;-147541
02412-1624;38;25;66;102;15200;3788;6471;408881;-162005
02415-2913;71;25;47;129;28400;5319;3643;409233;-290076
02415-3850;25;14;179;412;17857;782;4345;408914;-386265
02416+1722;25;32;84;204;7812;3810;4118;411041;175784
02416+4146;25;26;194;393;9615;1340;4936;412167;419879
02417-6646;25;25;73;116;10000;3425;6293;406619;-665684
02418-2623;44;25;44;84;17600;5682;5238;410038;-261881
02420+0507;25;25;65;154;10000;3846;4221;411765;53339
02421+4222;25;25;92;123;10000;2717;7480;413568;425810
02424+1357;26;34;56;159;7647;6071;3522;412951;141705
02425-6007;25;25;57;210;10000;4386;2714;409607;-599106
02425-8934;25;25;69;184;10000;3623;3750;253572;-893344
02426+1755;25;31;39;149;8065;7949;2617;413605;181340
02426-0455;35;37;94;273;9459;3936;3443;412894;-47101
02427-1547;25;25;116;307;10000;2155;3779;412731;-155867
02428+0240;25;32;71;172;7812;4507;4128;413549;28814
02428+3952;25;35;84;238;7143;4167;3529;415079;400908
09574-6804;42;46;56;165;9130;8214;3394;1496544;-683088
09577-3950;26;26;92;257;10000;2826;3580;1499583;-400746
09583+0322;25;51;54;111;4902;9444;4865;1502381;31416
09583+1142;25;36;107;245;6944;3364;4367;1502629;114621
09590-1455;70;52;47;159;13462;11064;2956;1503729;-151671
09591-1317;25;45;319;505;5556;1411;6317;1503917;-135266
10003+0235;25;34;103;150;7353;3301;6867;1507461;23443
10005-0209;25;47;33;132;5319;14242;2500;1507677;-23950
10012-3342;25;25;59;217;10000;4237;2719;1508736;-339517
10014+3815;25;22;132;251;11364;1667;5259;1511083;380127
10020-0130;25;30;117;245;8333;2564;4776;1511505;-17437
10021-2812;25;25;68;182;10000;3676;3736;1511045;-284475
10032+5027;76;30;40;137;25333;7500;2920;1516260;502221
10034-3650;91;25;36;135;36400;6944;2667;1514107;-370889
10042+3316;25;46;49;125;5435;9388;3920;1517967;330266
10042-2941;25;79;497;648;3165;1590;7670;1516366;-299360
10054+3206;25;61;40;174;4098;15250;2299;1520788;318640
10054+3805;25;42;74;174;5952;5676;4253;1521031;378407
10067+6309;50;25;40;100;20000;6250;4000;1525896;629164
10068-2849;25;25;101;505;10000;2475;2000;1522791;-290647
10078+2439;25;82;383;424;3049;2141;9033;1526696;244135
10079+1016;80;76;56;120;10526;13571;4667;1526413;100285
10094-3123;25;38;120;399;6579;3167;3008;1529238;-316437
10094+2806;29;67;60;201;4328;11167;2985;1530726;278612
10103+0625;25;37;47;108;6757;7872;4352;1532404;61749
10103-4703;34;19;184;586;17895;1033;3140;1530901;-472991
10111+0340;28;42;559;1348;6667;751;4147;1534476;34220
10112+5635;1990;765;211;205;26013;36256;10293;1536448;563509
10124-2837;69;121;1240;3144;5702;976;3944;1536747;-288723
10124+0555;25;31;81;89;8065;3827;9101;1537674;56757
10128-4322;34;40;411;898;8500;973;4577;1537372;-436186
10133+7436;25;25;46;157;10000;5435;2930;1544091;743535
10140-3318;38;87;354;578;4368;2458;6125;1540815;-335657
10143-4159;38;25;47;164;15200;5319;2866;1541084;-422458
10153+2204;30;46;350;1028;6522;1314;3405;1545278;218302
10156-3340;44;25;46;139;17600;5435;3309;1544611;-339212
10168+4548;25;46;370;1484;5435;1243;2493;1549762;455486
10169-7338;44;25;40;101;17600;6250;3960;1544540;-738991
10180+6128;25;25;61;168;10000;4098;3631;1553714;612251
10181+2537;25;33;101;238;7576;3267;4244;1552340;253668
10193-3400;53;38;405;1466;13947;938;2763;1553953;-342676
10193-1914;41;25;83;258;16400;3012;3217;1554466;-194943
10203+5235;26;39;420;827;6667;929;5079;1558896;523406
10204+6100;40;25;66;207;16000;3788;3188;1559505;607506
10209-4159;25;25;136;381;10000;1838;3570;1557800;-422367
10211-4913;26;21;166;461;12381;1265;3601;1557972;-494707
05436-2533;25;25;58;169;10000;4310;3432;864232;-255361
05442+1732;36;164;967;1301;2195;1696;7433;867947;175623
05442-2329;25;25;56;192;10000;4464;2917;865920;-234716
05445-1648;57;52;582;2122;10962;893;2743;866901;-167831
05447-1844;25;22;206;527;11364;1068;3909;867263;-187266
05447+6039;42;25;153;363;16800;1634;4215;873235;606760
05452-3416;25;25;239;1056;10000;1046;2263;867596;-342504
05453-2335;25;71;40;72;3521;17750;5556;868667;-235749
05454-2507;25;25;40;126;10000;6250;3175;868819;-251147
05455-8200;90;49;33;178;18367;14848;1854;850491;-819822
05456-1738;63;25;40;100;25200;6250;4000;869677;-176267
05458-4529;25;25;104;274;10000;2404;3796;868099;-454769
10316-2704;27;25;86;111;10800;2907;7748;1584937;-273355
10316-2954;31;36;97;306;8611;3711;3170;1584962;-301699
10316+1400;32;40;252;510;8000;1587;4941;1585844;137514
10317-3501;41;25;63;142;16400;3968;4437;1585008;-352808
10320-2613;60;25;108;149;24000;2315;7248;1585979;-264907
10320+1127;25;28;200;566;8929;1400;3534;1586783;111963
10320-3155;25;111;89;276;2252;12472;3225;1585999;-321898
10322-2723;25;30;38;190;8333;7895;2000;1586471;-276469
10322+4108;35;25;40;100;14000;6250;4000;1588017;408767
10323-2819;25;46;264;425;5435;1742;6212;1586692;-285833
10323+6347;40;25;37;168;16000;6757;2202;1589432;635382
10324-2017;36;26;75;103;13846;3467;7282;1587250;-205470
10326+1210;25;32;42;116;7812;7619;3621;1588162;119218
10328+2849;25;26;78;195;9615;3333;4000;1589146;285645
10329-4325;70;25;303;1081;28000;825;2803;1587870;-436919
10329-1352;25;25;50;151;10000;5000;3311;1588627;-141294
10329-7258;25;55;327;572;4545;1682;5717;1585511;-732395
10330-2803;25;39;59;204;6410;6610;2892;1588410;-283158
10330-3637;37;27;88;190;13704;3068;4632;1588275;-368803
10330+2118;25;31;77;202;8065;4026;3812;1589462;210466
10330-2407;25;25;80;197;10000;3125;4061;1588610;-243842
10337+1358;25;28;97;280;8929;2887;3464;1590934;137116
10337+3518;25;36;59;158;6944;6102;3734;1591545;350536
10339-2506;53;25;65;114;21200;3846;5702;1590731;-253712
10341+2208;40;87;46;128;4598;18913;3594;1592278;218853
10343-1750;25;25;74;183;10000;3378;4044;1592056;-181064
10345+3720;25;25;115;280;10000;2174;4107;1593418;370777
10345+1254;25;41;289;526;6098;1419;5494;1592920;126521
10345-3205;44;29;168;584;15172;1726;2877;1592171;-323479
10346-2718;25;25;77;320;10000;3247;2406;1592600;-275640
10348-2624;36;27;52;143;13333;5192;3636;1593020;-266725
10348-2725;25;31;139;402;8065;2230;3458;1593023;-276847
10350-2503;27;28;140;481;9643;2000;2911;1593525;-253195
10350-4122;35;56;497;1265;6250;1127;3929;1593179;-416289
10352+3926;44;25;71;158;17600;3521;4494;1595250;391768
10352-2600;40;25;84;221;16000;2976;3801;1594052;-262765
10353-5440;165;88;38;1903;18750;23158;200;1593372;-549301
10354-4256;36;25;59;105;14400;4237;5619;1594188;-431997
10355-4426;25;26;84;136;9615;3095;6176;1594297;-447044
10355-3024;104;25;47;95;41600;5319;4947;1594714;-306708
10356+4447;43;25;68;100;17200;3676;6800;1596521;445230
10356+5345;124;464;3329;4176;2672;1394;7972;1596892;535033
10358-2439;25;65;66;151;3846;9848;4371;1595676;-249118
10359-4411;62;25;63;193;24800;3968;3264;1595335;-444549
10361+4156;25;34;69;267;7353;4928;2584;1597769;416764
10363-1123;25;76;37;177;3289;20541;2090;1597144;-116476
10366+4739;25;25;175;470;10000;1429;3723;1599011;473979
10366+1506;25;35;55;154;7143;6364;3571;1598296;148476
10366-2636;25;25;80;164;10000;3125;4878;1597655;-268771
10368-3002;27;29;182;517;9310;1593;3520;1598048;-302950
10368+2535;25;27;151;330;9259;1788;4576;1599102;253230
10369-4601;25;25;245;603;10000;1020;4063;1597708;-462789
10369+2659;28;35;325;549;8000;1077;5920;1599277;267266
10371+3922;25;25;80;197;10000;3125;4061;1600027;391207
10375-3546;40;35;290;765;11429;1207;3791;1599564;-360361
10376-2955;34;25;161;297;13600;1553;5421;1599926;-301931
10376-4451;25;25;98;291;10000;2551;3368;1599569;-451186
15146+5629;86;93;1004;3601;9247;926;2788;2289953;563101
15148+2440;25;24;190;261;10417;1263;7280;2292476;244873
15150-1724;25;45;295;539;5556;1525;5473;2294654;-175906
15151+0132;25;25;55;100;10000;4545;5500;2294212;13611
15154-6850;35;25;176;267;14000;1420;6592;2300504;-690271
15155+1104;25;26;68;145;9615;3824;4690;2294986;108934
15156+6931;25;25;33;168;10000;7576;1964;2289890;693356
15156+1342;29;25;69;186;11600;3623;3710;2295030;135256
15156+0529;25;63;61;178;3968;10328;3427;2295345;53104
15159-3951;25;38;40;195;6579;9500;2051;2297974;-400407
15159+3052;35;32;40;88;10938;8000;4545;2295005;306902
15159+1308;25;25;60;137;10000;4167;4380;2295880;129679
15162-4849;37;25;181;1978;14800;1381;915;2299389;-489998
15163+4255;32;152;939;1026;2105;1619;9152;2295242;427463
15163+0502;25;25;52;109;10000;4808;4771;2297207;48655
15164+0311;25;26;57;81;9615;4561;7037;2297510;30040
15170+0526;35;29;45;120;12069;6444;3750;2298775;52636
15172-3115;25;38;250;402;6579;1520;6219;2300729;-314315
15175+5640;61;35;59;153;17429;5932;3856;2296957;564861
15175-3645;25;25;98;478;10000;2551;2050;2301963;-369347
15182-2328;25;31;78;328;8065;3974;2378;2302979;-236606
15183-0223;25;43;199;439;5814;2161;4533;2302308;-25785
15184+0834;28;25;89;161;11200;2809;5528;2302210;83960
15187+6545;25;13;43;149;19231;3023;2886;2298569;655866
15187-1254;43;135;1081;1602;3185;1249;6748;2303884;-130924
15188-1259;25;35;78;132;7143;4487;5909;2304045;-131693
15188-0711;25;55;401;599;4545;1372;6694;2303835;-73771
15189-0716;30;32;82;100;9375;3902;8200;2303996;-74493
15191-3801;32;28;101;300;11429;2772;3367;2306027;-382008
15192+4553;25;25;73;135;10000;3425;5407;2302313;457190
15194+4154;26;25;46;121;10400;5435;3802;2303039;417306
15194+0514;25;25;265;1045;10000;943;2536;2304818;50709
15195+5050;25;25;43;129;10000;5814;3333;2302748;506681
15196+0601;25;25;81;190;10000;3086;4263;2305285;58521
15196+3922;25;16;50;87;15625;3200;5747;2303809;392008
15196+2629;25;25;120;219;10000;2083;5479;2304592;263118
15206+2956;25;25;50;101;10000;5000;4950;2306909;297666
15206-6256;29;147;1089;1384;1973;1350;7868;2312380;-631247
15207-0358;25;32;158;404;7812;2025;3911;2308335;-41535
15210-3756;39;33;96;227;11818;3438;4229;2310617;-381210
15210+1253;25;25;107;212;10000;2336;5047;2308519;127143
15210-3854;33;26;106;361;12692;2453;2936;2310822;-390892
15211+6511;25;25;50;92;10000;5000;5435;2304764;650081
15212-6826;28;25;55;182;11200;4545;3022;2315059;-686170
15219-2111;46;62;54;204;7419;11481;2647;2312098;-213605
15227+7940;25;14;112;203;17857;1250;5517;2301576;794982
15227-3659;25;44;44;231;5682;10000;1905;2314890;-371610
15228+2000;25;25;45;106;10000;5556;4245;2312694;198315
15229+0457;25;25;32;108;10000;7812;2963;2313610;47883
15231-0328;25;23;202;378;10870;1139;5344;2314334;-36559
15232+3808;25;26;146;364;9615;1781;4011;2312730;379600
15232-2206;25;43;213;799;5814;2019;2666;2315355;-222821
15233+5029;27;25;47;141;10800;5319;3333;2312150;503144
15234+0759;25;25;117;265;10000;2137;4415;2314698;78188
15237+6719;25;25;53;130;10000;4717;4077;2310640;671479
15237+0904;25;25;53;127;10000;4717;4173;2315476;89074
15240+0046;25;47;91;126;5319;5165;7222;2316573;5936
15240+7106;25;25;77;168;10000;3247;4583;2310354;709291
15241-2329;25;31;101;238;8065;3069;4244;2317757;-236712
15243+5237;25;25;73;257;10000;3425;2840;2314420;524447
15244-4001;39;63;324;229;6190;1944;14148;2319449;-402038
15246+4231;25;25;68;173;10000;3676;3931;2316089;423524
15248-0242;25;32;46;113;7812;6957;4071;2318531;-28890
15248+4044;25;25;105;298;10000;2381;3523;2316676;405649
15249-7025;25;25;51;306;10000;4902;1667;2324896;-705906
15250-3046;25;33;101;430;7576;3267;2349;2320442;-309547
15251-3854;25;46;304;1058;5435;1513;2873;2320947;-390868
15256+2824;25;25;66;131;10000;3788;5038;2319280;282354
15264+4306;25;13;117;337;19231;1111;3472;2320511;429294
15267+5543;25;25;84;163;10000;2976;5153;2320181;555459
15268-7757;25;66;416;602;3788;1587;6910;2333903;-781233
15268-3828;42;48;342;1032;8750;1404;3314;2325364;-386501
15269+2537;25;25;67;127;10000;3731;5276;2322675;254592
15270+2054;28;25;59;100;11200;4237;5900;2323252;207405
15270-1827;27;34;63;188;7941;5397;3351;2324865;-186218
15271-0144;30;27;41;85;11111;6585;4824;2324327;-19121
15273+6456;32;15;129;411;21333;1163;3139;2319996;647633
15274+2828;29;25;53;100;11600;4717;5300;2323720;283024
15274+3947;25;25;62;192;10000;4032;3229;2323179;396265
15276+1309;48;128;893;1664;3750;1433;5367;2325034;129889
15278+2348;25;25;90;271;10000;2778;3321;2325024;236390
15278-0206;26;30;107;170;8667;2804;6294;2326191;-22717
15278+6853;25;28;122;326;8929;2295;3742;2320468;687162
15280+4305;25;25;56;211;10000;4464;2654;2324364;429167
15281-0239;64;113;1007;2117;5664;1122;4757;2326921;-28297
15283+4604;25;25;40;114;10000;6250;3509;2325073;459095
15283+0109;39;30;40;135;13000;7500;2963;2327337;9852
15288+4253;25;25;56;162;10000;4464;3457;2326460;427178
15288+0737;25;25;79;179;10000;3165;4413;2328252;74575
15290-2727;35;32;77;376;10938;4156;2048;2330283;-276348
15292+8315;25;18;167;320;13889;1078;5219;2311397;830790
15296+5451;62;25;38;101;24800;6579;3762;2327381;546906
15303+5156;25;25;58;137;10000;4310;4234;2329515;517686
15305-0127;25;27;84;228;9259;3214;3684;2332721;-16277
09401+0943;25;29;85;130;8621;3412;6538;1457174;94889
09402+2124;25;29;71;157;8621;4085;4522;1457739;211847
09403-0630;25;28;41;172;8929;6829;2384;1457010;-67411
09403-4135;25;25;165;479;10000;1515;3445;1455937;-418160
09403+8203;25;25;71;146;10000;3521;4863;1468372;818274
09405-0201;25;25;67;161;10000;3731;4161;1457622;-22532
09407-1009;25;30;161;372;8333;1863;4328;1457883;-103849
09407+4253;25;25;127;90;10000;1969;14111;1459712;426698
09407-0923;26;33;258;701;7879;1279;3680;1458051;-96153
09407-4149;38;31;256;527;12258;1211;4858;1456983;-420546
09408-0931;25;90;196;484;2778;4592;4050;1458172;-97461
09408-0942;25;25;40;139;10000;6250;2878;1458216;-99448
09409-1938;81;57;41;94;14211;13902;4362;1458182;-198720
09409+6849;25;25;48;238;10000;5208;2017;1462780;685955
09411+0953;42;29;50;104;14483;5800;4808;1459593;96572
09416+2444;66;31;62;144;21290;5000;4306;1461323;245046
09422+3456;25;40;194;341;6250;2062;5689;1463091;347130
09423+3623;25;25;50;139;10000;5000;3597;1463316;361583
09425+0920;25;31;59;182;8065;5254;3242;1463088;91118
09426+0738;25;31;91;215;8065;3407;4233;1463224;74051
09426-1928;26;99;388;403;2626;2552;9628;1462489;-197132
09428+3454;25;27;113;277;9259;2389;4079;1464727;346834
09430+0510;25;27;109;304;9259;2477;3586;1464239;49406
09431+6809;44;77;1026;2971;5714;750;3453;1468000;679246
09431+7311;25;28;107;288;8929;2617;3715;1469469;729663
09432-1405;59;136;687;1444;4338;1980;4758;1464242;-143261
09434-1408;47;160;1023;1551;2937;1564;6596;1464516;-143682
09434+0153;25;27;163;369;9259;1656;4417;1465134;16673
09435-0344;25;26;202;419;9615;1287;4821;1465131;-39708
09436+3052;26;30;42;134;8667;7143;3134;1466480;306507
09438+5403;78;25;51;137;31200;4902;3723;1468168;538215
09440+1616;25;33;53;178;7576;6226;2978;1467057;160449
09441+2456;40;29;39;125;13793;7436;3120;1467373;247057
09444-4115;45;25;101;228;18000;2475;4430;1466164;-414932
09444+2219;25;36;31;151;6944;11613;2053;1468159;220905
09445+5414;25;25;100;227;10000;2500;4405;1469828;540153
09446+0054;25;62;163;385;4032;3804;4234;1468015;6687
09447+3517;25;26;183;381;9615;1421;4803;1469271;350578
09451+5929;30;22;90;138;13636;2444;6522;1471794;592598
11440-4105;44;25;53;189;17600;4717;2804;1766471;-413743
11441+6939;25;25;56;104;10000;4464;5385;1767169;693795
11441-0334;25;46;236;451;5435;1949;5233;1766841;-38476
11442+1444;25;34;85;151;7353;4000;5629;1767102;144630
11445-1634;29;42;449;1593;6905;935;2819;1767684;-168518
11446+5243;25;32;75;117;7812;4267;6410;1768357;524505
11447+6034;25;25;52;262;10000;4808;1985;1768537;602966
11449+5614;32;47;481;1139;6809;977;4223;1768922;559669
11449+5755;25;25;177;342;10000;1412;5175;1769124;576472
11454-2609;26;25;49;122;10400;5102;4016;1769973;-264285
11456-1122;25;52;155;343;4808;3355;4519;1770566;-116491
11459+1300;29;67;349;381;4328;1920;9160;1771229;127234
11461+2955;35;31;67;116;11290;4627;5776;1771889;296418
11461+6028;34;25;69;121;13600;3623;5702;1772135;601938
11462-2801;25;27;73;313;9259;3699;2332;1771875;-282952
11462-2706;39;25;95;161;15600;2632;5901;1771941;-273800
00163-1039;35;121;688;937;2893;1759;7343;47126;-103760
00177+5900;82;375;3123;7125;2187;1201;4383;51162;592899
00178+0032;50;50;65;105;10000;7692;6190;51018;8241
00193+4131;25;25;75;173;10000;3333;4335;54959;417972
00193+4851;25;13;171;393;19231;760;4351;55024;491316
00214+1529;25;32;82;196;7812;3902;4184;59988;157698
00214-3248;70;25;56;182;28000;4464;3077;59735;-325379
00228+1957;25;25;64;190;10000;3906;3368;63656;202385
00232-0233;25;28;80;280;8929;3500;2857;64490;-22835
00244+4345;43;25;99;247;17200;2525;4008;67929;440307
00246+1947;38;27;70;133;14074;3857;5263;68100;200727
00255+3259;35;29;268;476;12069;1082;5630;70436;332673
00255-1512;64;25;57;108;25600;4386;5278;70165;-149337
00271-3332;28;25;52;233;11200;4808;2232;74018;-332626
00272-0031;25;40;59;132;6250;6780;4470;74496;-2457
00286-1045;33;27;152;361;12222;1776;4211;78043;-104820
00287+3031;37;25;81;230;14800;3086;3522;78389;307932
00297-6431;32;66;667;1767;4848;990;3775;80095;-642524
00298-4139;25;25;119;365;10000;2101;3260;80595;-413835
00308-4559;25;25;70;184;10000;3571;3804;83074;-457090
00308+2237;42;25;97;181;16800;2577;5359;83749;229020
00325-0938;104;38;55;137;27368;6909;4015;87613;-93696
00328-2339;25;27;82;180;9259;3293;4556;88385;-233785
00339-2834;25;34;57;161;7353;5965;3540;91142;-282954
00341+2117;25;35;142;370;7143;2465;3838;91850;215656
00348-2012;30;27;57;247;11111;4737;2308;93347;-199342
00348-2251;25;53;54;108;4717;9815;5000;93353;-225758
00360-4355;41;47;48;135;8723;9792;3556;96146;-436460
00360-2432;25;34;111;327;7353;3063;3394;96439;-242744
00367+0231;25;33;112;376;7576;2946;2979;98407;27960
00367+3604;96;25;75;162;38400;3333;4630;98728;363470
00376+4124;25;25;59;323;10000;4237;1827;100975;416824
00380-1408;25;25;168;567;10000;1488;2963;101417;-138743
01221+0944;37;36;64;242;10278;5625;2645;211925;99965
01221+0916;105;30;79;173;35000;3797;4566;212038;95407
01222+0039;38;45;121;247;8444;3719;4899;212041;9107
01222-3325;25;67;49;157;3731;13673;3121;211459;-331723
01225-0458;41;31;59;131;13226;5254;4504;212597;-47125
01225+3345;25;27;205;470;9259;1317;4362;213381;340254
01226+3324;25;25;55;149;10000;4545;3691;213760;336676
01226+0900;25;56;102;393;4464;5490;2595;213288;92663
01227+3152;25;73;40;129;3425;18250;3101;213977;321417
01227-0907;40;103;86;172;3883;11977;5000;213199;-88726
01229-3340;25;25;66;113;10000;3788;5841;213032;-334100
01229-1825;25;25;52;143;10000;4808;3636;213380;-181651
01232+1620;28;48;53;120;5833;9057;4417;214849;166019
01234+1110;25;83;75;182;3012;11067;4121;215141;114424
01234-3718;25;25;48;127;10000;5208;3780;214278;-370522
01235+4807;25;25;82;182;10000;3049;4505;216509;483913
01237-0621;48;30;72;217;16000;4167;3318;215580;-60952
01239+0112;25;41;83;178;6098;4940;4663;216322;14602
01240+1700;25;29;45;165;8621;6444;2727;216915;172718
01241-2329;40;25;41;129;16000;6098;3178;216415;-232332
01247+3117;25;25;55;123;10000;4545;4472;218977;315556
01247+3655;25;25;53;183;10000;4717;2896;219150;371828
01248+1855;25;48;126;183;5208;3810;6885;218855;191798
01249-0848;25;71;345;659;3521;2058;5235;218663;-85560
01252-2154;25;39;57;175;6410;6842;3257;219089;-216433
01252-1918;39;29;40;131;13448;7250;3053;219287;-190489
01254+8445;26;25;43;179;10400;5814;2402;231774;850103
01254+3958;25;25;46;111;10000;5435;4144;220874;402264
01256+1612;60;31;76;268;19355;4079;2836;220938;164672
01257+4804;39;25;49;120;15600;5102;4083;221901;483284
01257+0215;26;32;60;185;8125;5333;3243;220908;25110
01262+1918;72;27;48;126;26667;5625;3810;222452;195677
01262+3909;25;25;98;218;10000;2551;4495;222974;394249
01264+1927;26;35;64;113;7429;5469;5664;222914;197096
01264+1052;25;49;120;305;5102;4083;3934;222805;111324
01268-3551;25;51;347;553;4902;1470;6275;222657;-355970
01270+4042;25;25;57;130;10000;4386;4385;224959;409726
01272+2931;32;26;44;326;12308;5909;1350;225171;297744
01273+2537;40;71;64;109;5634;11094;5872;225347;258775
01276-4235;25;25;116;262;10000;2155;4427;224636;-423260
01278+4100;25;23;185;368;10870;1243;5027;227076;412577
01279+1256;25;44;46;132;5682;9565;3485;226527;132042
01280-2255;23;32;307;1255;7188;1042;2446;226116;-226702
01281-2702;25;52;45;128;4808;11556;3516;226136;-267769
01282+1655;25;50;166;363;5000;3012;4573;227282;171877
01284-2737;25;33;164;285;7576;2012;5754;227050;-273637
01285-3758;87;25;42;123;34800;5952;3415;226928;-377114
13123-3653;25;27;56;191;9259;4821;2932;1987946;-371492
13123-1541;54;119;948;1328;4538;1255;7139;1987569;-159514
13125+1016;25;54;44;140;4630;12273;3143;1987583;100087
13125+5503;25;24;146;219;10417;1644;6667;1986510;547970
13125-3431;25;49;140;202;5102;3500;6931;1988405;-347946
13126+2452;25;127;1760;1870;1969;722;9412;1987671;246171
13127-5613;29;36;79;1628;8056;4557;485;1989493;-564943
13127-2343;25;29;119;558;8621;2437;2133;1988790;-239834
13128+0211;25;27;52;128;9259;5192;4062;1988429;19263
13130+4440;25;37;168;197;6757;2202;8528;1988215;444064
13132-3705;25;25;44;161;10000;5682;2733;1990167;-373474
13132+6247;50;25;49;97;20000;5102;5052;1987910;625331
13133-0328;25;32;49;146;7812;6531;3356;1989796;-37327
13135-2801;35;73;478;996;4795;1527;4799;1990831;-282865
13135+4217;121;114;2795;10124;10614;408;2761;1989545;420285
13136+6223;40;192;1135;1081;2083;1692;10500;1988930;621246
13137+3518;73;25;55;158;29200;4545;3481;1990210;350408
13138+3112;25;25;117;284;10000;2137;4120;1990492;309514
13138+2540;85;25;59;78;34000;4237;7564;1990691;254062
13139+3031;25;32;73;197;7812;4384;3706;1990723;302615
13139+4145;25;20;127;211;12500;1575;6019;1990511;414956
13140-1911;74;26;150;285;28462;1733;5263;1991739;-194491
13141-1320;39;42;50;123;9286;8400;4065;1992027;-136098
13144-1030;25;68;38;130;3676;17895;2923;1992623;-107683
13145-1659;25;27;133;329;9259;2030;4043;1992956;-172528
13146+3422;41;28;43;132;14643;6512;3258;1992458;341045
13147+0618;25;38;306;687;6579;1242;4454;1993134;60387
13148-1517;95;33;40;100;28788;8250;4000;1993816;-155473
13148+2057;25;27;119;294;9259;2269;4048;1993270;206882
13149-3150;26;40;425;1204;6500;941;3530;1994287;-321034
13150+2051;25;25;114;262;10000;2193;4351;1993762;206028
13152-2607;38;25;59;369;15200;4237;1599;1995087;-263850
13153+8458;25;25;73;177;10000;3425;4124;1984813;847063
13153+2750;25;34;37;133;7353;9189;2782;1994324;275704
13154-0002;25;51;252;462;4902;2024;5455;1994931;-3107
13155-3511;25;25;59;126;10000;4237;4683;1995932;-354579
13157-3122;25;33;184;455;7576;1793;4044;1996249;-316331
13157+0635;25;42;279;446;5952;1505;6256;1995782;63350
13158-1420;25;36;89;272;6944;4045;3272;1996265;-146097
13160-4738;25;25;314;1015;10000;796;3094;1997483;-479085
13160-4646;109;33;89;254;33030;3708;3504;1997624;-470391
13161-2046;30;95;234;1712;3158;4060;1367;1997059;-210296
13163+3148;25;40;132;263;6250;3030;5019;1996691;315421
13166+0741;26;29;43;104;8966;6744;4135;1997838;74317
13167-1435;31;113;909;1512;2743;1243;6012;1998418;-148480
13167+3951;25;25;102;196;10000;2451;5204;1997611;395907
13168-2413;26;42;78;172;6190;5385;4535;1998895;-244893
11159-3235;31;25;40;270;12400;6250;1481;1695919;-328694
11160+0041;37;41;60;111;9024;6833;5405;1696541;4178
11161+0745;72;59;53;179;12203;11132;2961;1696829;74920
11162+0053;25;50;75;179;5000;6667;4190;1697076;6177
11163+1322;25;34;207;1334;7353;1643;1552;1697331;130950
11164-2908;25;25;117;325;10000;2137;3600;1697173;-294181
