galname;fnu_12;fnu_25;fnu_60;fnu_100;rat_12_25;rat_25_60;rat_60_100;ra;dec
11164+5802;25;25;44;170;10000;5682;2588;1698367;577608
11166-3558;25;25;60;142;10000;4167;4225;1697560;-362471
11167-1527;25;25;71;202;10000;3521;3515;1698132;-157357
11171+6730;25;25;115;262;10000;2174;4389;1700504;672420
11171+3321;31;25;54;107;12400;4630;5047;1699722;330904
11173-0036;53;87;58;161;6092;15000;3602;1699783;-8786
11175-0246;25;30;60;166;8333;5000;3614;1700356;-30564
11176-0749;25;30;50;176;8333;6000;2841;1700445;-81064
11176+1315;71;121;3401;10560;5868;356;3221;1700676;129864
11179-1001;110;41;40;100;26829;10250;4000;1701272;-102926
11181-0112;29;38;42;124;7632;9048;3387;1701686;-14890
11181+5326;42;50;669;2498;8400;747;2678;1702561;531702
11183+3131;25;27;78;111;9259;3462;7027;1702620;312523
11184+3436;155;26;46;141;59615;5652;3262;1702786;343401
11184-4259;25;31;57;100;8065;5439;5700;1702058;-432658
11186-0242;31;74;548;915;4189;1350;5989;1702991;-29842
11189+4629;133;25;51;150;53200;4902;3400;1704292;462111
11194-7808;26;25;44;180;10400;5682;2444;1702769;-784152
11195+5939;25;25;64;155;10000;3906;4129;1706119;593804
11199+3802;25;21;238;603;11905;882;3947;1706617;377648
11199+0431;88;49;84;215;17959;5833;3907;1706388;42439
11200+0323;33;39;64;106;8462;6094;6038;1706579;31178
11201-0724;27;32;75;213;8438;4267;3521;1706841;-76781
11202+1651;53;78;753;1910;6795;1036;3942;1707279;165894
11203-0238;25;35;196;423;7143;1786;4634;1707146;-29117
11206-4304;28;25;106;260;11200;2358;4077;1707476;-433477
11207-0038;29;49;122;283;5918;4016;4311;1708267;-9213
11207+0607;38;40;69;128;9500;5797;5391;1708371;58515
11208+5406;25;25;239;545;10000;1046;4385;1709130;538396
11210-0823;26;25;195;465;10400;1282;4194;1708838;-86583
11210-0117;25;73;96;164;3425;7604;5854;1708974;-15669
11211+6941;60;25;82;205;24000;3049;4000;1710446;694106
11211+1805;32;50;165;395;6400;3030;4177;1709399;178176
11218+0336;29;58;90;185;5000;6444;4865;1710992;33291
11218+1137;27;40;292;859;6750;1370;3399;1711084;113419
11218+3448;38;25;64;113;15200;3906;5664;1711344;345352
11218-2940;28;32;37;193;8750;8649;1917;1710792;-299451
11220+3902;25;26;200;637;9615;1300;3140;1711806;387627
11223+1329;37;41;50;170;9024;8200;2941;1712344;132223
11223-1317;25;40;122;258;6250;3279;4729;1712193;-135738
11224-7652;33;25;69;195;13200;3623;3538;1710585;-771502
11225+6343;25;25;119;424;10000;2101;2807;1713748;634454
11226+5759;79;25;133;296;31600;1880;4493;1713681;577165
11227-2627;84;115;152;508;7304;7566;2992;1712996;-267356
11227+5127;47;28;89;197;16786;3146;4518;1713844;511804
11228+3820;42;25;67;101;16800;3731;6634;1713814;380603
11229+7428;25;25;40;144;10000;6250;2778;1715335;741975
11231+1456;40;58;642;1028;6897;903;6245;1714428;146730
11233-2836;26;99;69;140;2626;14348;4929;1714550;-288915
11234+0215;26;80;33;110;3250;24242;3000;1715081;19799
11235-0133;29;33;49;125;8788;6735;3920;1715227;-18385
11235+4714;25;25;109;259;10000;2294;4208;1715701;469738
11235-0518;49;31;129;206;15806;2403;6262;1715332;-55854
11236+5503;25;25;177;348;10000;1412;5086;1716204;547846
11237-5230;25;25;70;283;10000;3571;2473;1715149;-527844
11238+5925;25;68;361;479;3676;1884;7537;1716817;591562
11238+1708;25;33;70;240;7576;4714;2917;1716281;168607
11244+5954;25;25;86;199;10000;2907;4322;1718174;596303
11245+1718;34;37;212;778;9189;1745;2725;1717992;170280
11247+5709;101;145;1404;2954;6966;1033;4753;1718821;568772
11247+6651;25;30;353;795;8333;850;4440;1719223;665891
11248+3620;25;25;67;188;10000;3731;3564;1718926;360600
11249-2859;25;29;66;121;8621;4394;5455;1718499;-292593
11251+1729;31;40;345;1172;7750;1159;2944;1719337;172224
11251+7313;25;48;315;387;5208;1524;8140;1720680;729477
11254-4120;37;78;793;902;4744;984;8792;1719771;-416150
11255+1711;25;45;73;190;5556;6164;3842;1720346;169207
11256+0920;34;64;66;113;5312;9697;5841;1720542;90623
11256+0925;35;39;101;226;8974;3861;4469;1720593;91481
11256-1255;25;27;53;201;9259;5094;2637;1720468;-131952
11257+5850;371;2151;10582;11116;1725;2033;9520;1721315;585629
08209-0445;25;20;175;288;12500;1143;6076;1258606;-49160
08210-0000;25;25;61;195;10000;4098;3128;1259148;-1684
08211+2111;30;34;66;265;8824;5152;2491;1260104;210269
08211-2602;25;24;207;577;10417;1159;3588;1258283;-261969
08212-7832;25;28;40;133;8929;7000;3008;1248147;-786981
08217+0001;26;27;39;109;9630;6923;3578;1260703;-1457
08219-1836;25;25;105;464;10000;2381;2263;1260404;-187766
08222-4521;25;75;139;636;3333;5396;2186;1259749;-455189
08222+1341;25;30;68;158;8333;4412;4304;1262602;135367
08224-0025;25;25;202;591;10000;1238;3418;1262594;-5920
08225-6936;62;73;467;687;8493;1563;6798;1256686;-697726
08225+4607;26;25;83;184;10400;3012;4511;1265185;459683
08227+2802;39;30;42;132;13000;7143;3182;1264417;278764
08230+7354;25;25;80;313;10000;3125;2556;1271738;737468
08234+1722;26;34;53;100;7647;6415;5300;1265793;172125
08235-1321;25;25;87;358;10000;2874;2430;1264678;-135157
08235+2225;88;112;50;121;7857;22400;4132;1266233;222604
08235+0445;25;27;74;195;9259;3649;3795;1265560;45933
08237+0305;25;27;74;175;9259;3649;4229;1265799;29226
08240-1308;25;23;215;740;10870;1070;2905;1265979;-133026
08242+5515;25;29;92;213;8621;3152;4319;1270275;550970
08243+2302;25;102;159;345;2451;6415;4609;1268233;228768
08245+1726;26;31;82;227;8387;3780;3612;1268564;172841
08246+6720;25;25;116;312;10000;2155;3718;1273366;671826
08247+2138;25;34;101;313;7353;3366;3227;1269219;214798
08248-7739;27;28;276;672;9643;1014;4107;1258140;-778246
08249+5822;25;25;78;212;10000;3205;3679;1272282;582002
08249+0303;25;28;144;214;8929;1944;6729;1268834;28853
08251-1233;138;52;40;129;26538;13000;3101;1268738;-127242
08253+2517;75;52;60;189;14423;8667;3175;1270894;251275
08255+5540;25;25;59;182;10000;4237;3242;1273458;555152
08255-7737;28;45;132;465;6222;3409;2839;1259988;-777872
08256+3449;26;30;37;123;8667;8108;3008;1272159;346521
19027-5932;112;107;40;102;10467;26750;3922;2867776;-594663
19030+3423;25;51;313;579;4902;1629;5406;2862307;344618
19031-5200;26;25;42;133;10400;5952;3158;2867613;-519323
19033+4934;25;25;98;211;10000;2551;4645;2861638;496465
19033-2001;25;30;83;318;8333;3614;2610;2865801;-199467
19036-5523;25;25;77;141;10000;3247;5461;2869355;-553096
19047-6357;25;25;198;1750;10000;1263;1131;2873749;-638777
19048-5107;43;25;154;520;17200;1623;2962;2871811;-510453
19050-6233;124;26;30;104;47692;8667;2885;2874049;-624819
19050-6354;29;25;102;1077;11600;2451;947;2874555;-638267
19050+2855;26;35;266;767;7429;1316;3468;2867651;290055
19051-6357;26;30;164;105;8667;1829;15619;2874760;-638822
19054-5505;44;25;111;293;17600;2252;3788;2873805;-550181
19054-4447;25;36;184;351;6944;1957;5242;2872684;-447164
19058-5051;33;25;69;255;13200;3623;2706;2874275;-507725
19059-8452;25;19;158;336;13158;1203;4702;2900656;-847929
19063-3326;25;31;174;506;8065;1782;3439;2873926;-333548
19064-4444;25;44;55;134;5682;8000;4104;2875188;-446663
19067+4258;27;44;36;183;6136;12222;1967;2870818;430639
19069-1800;25;55;168;450;4545;3274;3733;2874608;-179309
19069+4133;25;25;47;131;10000;5319;3588;2871414;416428
19070+5051;38;133;648;1190;2857;2052;5445;2870690;509324
19071-5707;56;68;861;2708;8235;790;3179;2878494;-570496
19073-5257;25;25;62;137;10000;4032;4526;2878386;-528701
19075-5713;28;25;63;119;11200;3968;5294;2879352;-571353
19075-5043;43;45;331;960;9556;1360;3448;2878569;-506418
19080+2852;25;25;74;175;10000;3378;4229;2875102;289543
19084-6028;29;36;115;284;8056;3130;4049;2882246;-603860
19086-5357;25;37;161;448;6757;2298;3594;2881557;-538742
19088+7301;62;25;45;164;24800;5556;2744;2869677;730998
19091-4605;25;25;90;291;10000;2778;3093;2881992;-460124
19092-2907;25;43;148;329;5814;2905;4498;2881112;-290433
19094-5922;25;25;102;416;10000;2451;2452;2884506;-592941
19095+5203;25;25;85;214;10000;2941;3972;2876952;521486
19095+5204;63;25;40;254;25200;6250;1575;2876949;521667
19098-5641;29;25;82;242;11600;3049;3388;2885078;-566107
19098-4707;25;25;162;236;10000;1543;6864;2883907;-470426
19101-6221;25;25;52;215;10000;4808;2419;2886939;-622734
19111-6225;25;25;54;132;10000;4630;4091;2889290;-623295
19112-5413;25;25;174;668;10000;1437;2605;2888170;-541333
19112-5444;25;35;142;590;7143;2465;2407;2888241;-546575
19113-5044;25;69;40;101;3623;17250;3960;2887954;-506600
19114-5443;45;28;117;391;16071;2393;2992;2888861;-546297
19115-2124;25;52;626;1029;4808;831;6084;2886288;-213189
19116-5617;25;25;87;278;10000;2874;3129;2889603;-562089
19117+4514;27;25;44;137;10800;5682;3212;2883057;453210
19119+7319;25;25;40;1094;10000;6250;366;2877415;734173
19120+7320;50;50;465;596;10000;1075;7802;2877665;734263
19122-6142;25;25;98;307;10000;2551;3192;2891833;-616142
19140-6035;35;30;226;859;11667;1327;2631;2896093;-604999
19142-2844;25;33;70;198;7576;4714;3535;2893433;-286573
19142+4321;25;25;68;190;10000;3676;3579;2889548;434448
19143-5334;25;25;78;162;10000;3205;4815;2895759;-534782
19143-5246;25;25;42;298;10000;5952;1409;2895786;-526848
19149-5924;26;25;49;153;10400;5102;3203;2898318;-593088
19153-3459;62;34;40;158;18235;8500;2532;2896687;-349059
19154+3320;25;33;342;614;7576;965;5570;2893199;334252
19154+6019;25;25;64;277;10000;3906;2310;2890470;604218
19154-4751;30;25;75;232;12000;3333;3233;2898040;-477620
19159-6028;25;30;121;446;8333;2479;2713;2900851;-603891
19163+4644;25;25;40;148;10000;6250;2703;2894494;468330
19165+3444;25;31;147;424;8065;2109;3467;2895938;348354
19169-5845;25;35;62;476;7143;5645;1303;2903095;-586702
19171+7025;25;25;50;171;10000;5000;2924;2891989;705095
19177-5256;41;25;63;93;16400;3968;6774;2904189;-528470
19181-8247;42;47;25;200;8936;18800;1250;2922115;-826925
19181-6246;40;25;58;148;16000;4310;3919;2906795;-626743
19182+5214;25;25;45;197;10000;5556;2284;2898557;523308
19183+4448;37;47;40;159;7872;11750;2516;2899701;449039
19184-7404;25;25;174;204;10000;1437;8529;2911697;-739732
19187-5552;25;15;55;181;16667;2727;3039;2907094;-557761
19188-5652;69;27;26;136;25556;10385;1912;2907451;-567810
19189-4929;25;26;81;160;9615;3210;5063;2906794;-493963
19191+8348;25;36;169;219;6944;2130;7717;2879716;839054
19191-3029;51;37;40;162;13784;9250;2469;2905881;-304036
19193+4302;25;25;75;364;10000;3333;2060;2902337;431301
19195-6001;25;25;252;607;10000;992;4152;2909780;-599239
19196+4313;25;134;38;120;1866;35263;3167;2902971;433284
19207+4409;98;50;40;100;19600;12500;4000;2905778;442520
19208+6102;26;38;364;1122;6842;1044;3244;2903796;611446
19208-3517;50;34;43;174;14706;7907;2471;2910457;-351860
19209-6301;25;21;179;437;11905;1173;4096;2913941;-629330
19220-6026;26;40;197;539;6500;2030;3655;2916029;-603361
19227-5503;25;25;97;493;10000;2577;1968;2917090;-549510
19228+5553;25;25;98;307;10000;2551;3192;2909585;559857
19230-5925;25;26;70;319;9615;3714;2194;2918393;-593161
19244-6124;25;26;150;324;9615;1733;4630;2922334;-613124
19245-4140;43;44;164;111;9773;2683;14775;2919959;-415754
19251-3214;25;35;36;90;7143;9722;4000;2920803;-321310
19252+5002;25;25;40;115;10000;6250;3478;2916411;501433
19253-7110;27;25;50;117;10800;5000;4274;2927230;-710686
19258-6625;25;25;107;280;10000;2336;3821;2926846;-663148
19261-3217;25;33;52;143;7576;6346;3636;2923300;-321930
07057+5503;34;25;58;147;13600;4310;3946;1074676;549702
07059+3911;36;27;43;107;13333;6279;4019;1073494;391029
07067+7149;25;39;373;832;6410;1046;4483;1081288;717498
07067+3344;25;25;70;103;10000;3571;6796;1075143;336581
07082+3015;25;46;52;193;5435;8846;2694;1078582;301812
07083-2327;25;25;74;226;10000;3378;3274;1076030;-235369
07096-6310;25;18;170;331;13889;1059;5136;1075271;-632619
07097+5048;31;31;48;126;10000;6458;3810;1083979;507277
07107+3521;24;70;225;316;3429;3111;7120;1085214;352788
07108+4235;31;29;62;150;10690;4677;4133;1085991;424980
07123+2330;25;44;40;139;5682;11000;2878;1088548;234276
07125+2615;25;54;254;336;4630;2126;7560;1088976;261619
07134+4245;30;26;69;159;11538;3768;4340;1092471;426611
07135-6816;25;25;47;150;10000;5319;3133;1083516;-683591
07149+5814;25;25;153;350;10000;1634;4371;1098056;581553
07149-5715;25;25;228;462;10000;1096;4935;1089734;-573444
07159+5601;25;30;49;160;8333;6122;3063;1100138;559324
07160-5755;31;25;40;124;12400;6250;3226;1092276;-580103
07174+2259;25;44;49;170;5682;8980;2882;1101240;229026
07176-3533;25;46;355;697;5435;1296;5093;1098603;-356569
07183-2853;25;17;156;534;14706;1090;2921;1100941;-289867
07184+8016;25;25;97;896;10000;2577;1083;1117547;801767
07199+6147;25;27;40;160;9259;6750;2500;1111040;617015
07199-6157;32;25;42;165;12800;5952;2545;1101292;-620583
07208+0300;25;28;39;202;8929;7179;1931;1108541;29099
07208-6439;82;25;27;80;32800;9259;3375;1103101;-647584
07218+7958;25;25;102;328;10000;2451;3110;1125658;798735
07218+1411;25;29;40;147;8621;7250;2721;1111782;140877
07225-0933;42;95;893;1794;4421;1064;4978;1112353;-96592
07225+4006;25;32;117;217;7812;2735;5392;1114981;400055
07238+3356;40;33;58;128;12121;5690;4531;1117884;338319
07241+2408;31;33;57;131;9394;5789;4351;1117894;240462
07250+4914;27;25;35;147;10800;7143;2381;1122071;491383
07251-4250;25;22;112;1019;11364;1964;1099;1116865;-429492
07276-6214;19;30;157;531;6333;1911;2957;1120733;-623523
07278-6728;23;29;139;442;7931;2086;3145;1119809;-675739
07288-6647;23;25;231;770;9200;1082;3000;1122502;-668987
07295-6208;24;13;203;790;18462;640;2570;1125500;-622517
07315+0439;25;26;78;127;9615;3333;6142;1135499;45461
07315+6543;46;29;345;1486;15862;841;2322;1140961;656182
07329+1143;40;25;85;100;16000;2941;8500;1139249;116139
07329+1149;35;86;857;1169;4070;1004;7331;1139279;117097
07341-6728;25;25;82;211;10000;3049;3886;1135538;-675795
07342+1342;25;27;71;177;9259;3803;4011;1142637;136013
07359+6540;28;25;60;157;11200;4167;3822;1151852;655564
07363-6926;25;29;256;4426;8621;1133;578;1140430;-695505
07373+3420;25;25;74;179;10000;3378;4134;1151496;342293
07375+2048;25;37;64;130;6757;5781;4923;1151185;206982
07388+4955;27;78;150;219;3462;5200;6849;1156398;498094
07388-5717;70;53;61;202;13208;8689;3020;1149566;-574053
07396-3829;101;48;40;307;21042;12000;1303;1153485;-386035
07396-2132;25;26;90;519;9615;2889;1734;1154529;-216596
07419+4715;25;26;55;191;9615;4727;2880;1164067;471404
07419-2714;25;25;50;132;10000;5000;3788;1160082;-273610
07427+0803;29;25;76;165;11600;3289;4606;1163715;79311
07429-3010;36;25;82;260;14400;3049;3154;1162309;-303022
07437+6049;51;25;42;140;20400;5952;3000;1170153;607023
07439+2804;25;41;135;293;6098;3037;4608;1167695;279474
07451+2809;25;47;48;188;5319;9792;2553;1170513;280317
07451+5543;25;25;90;138;10000;2778;6522;1172848;556051
07462-0134;25;25;132;263;10000;1894;5019;1172051;-17037
07464+5010;25;25;57;134;10000;4386;4254;1175595;500419
07479+7430;25;25;40;137;10000;6250;2920;1185195;743859
07480-7131;38;25;27;124;15200;9259;2177;1168956;-716595
07499+3910;25;30;46;131;8333;6522;3511;1183210;390489
07502+5824;45;57;45;107;7895;12667;4206;1185955;582721
07511+5550;25;27;136;271;9259;1985;5018;1187776;557048
07513+2708;25;30;52;139;8333;5769;3741;1185989;270064
07519+6026;25;25;46;105;10000;5435;4381;1190577;603038
07520+6644;25;25;182;420;10000;1374;4333;1192207;666103
07530+5648;43;25;58;222;17200;4310;2613;1192748;566813
07530+2733;40;60;43;108;6667;13953;3981;1190389;274246
07540+5648;26;30;335;628;8667;896;5334;1195118;566792
07540-2552;25;25;88;811;10000;2841;1085;1190390;-260010
07553+2517;25;31;48;203;8065;6458;2365;1195875;251494
07554-5913;28;30;71;172;9333;4225;4128;1190978;-593663
07565-0030;25;55;270;624;4545;2037;4327;1197782;-6375
07566+2507;26;67;494;837;3881;1356;5902;1199121;249825
07572+7757;25;25;86;235;10000;2907;3660;1210822;778164
07572+2650;40;28;81;124;14286;3457;6532;1200834;267015
23367-4803;25;21;126;284;11905;1667;4437;3548614;-477745
23368+1034;26;29;59;188;8966;4915;3138;3548548;108502
23387+2516;28;32;315;737;8750;1016;4274;3553158;255515
23387+0344;25;28;132;436;8929;2121;3028;3553315;40190
23396-5703;43;25;64;156;17200;3906;4103;3555956;-567883
23397+0638;32;38;65;101;8421;5846;6436;3555788;69197
23412-6758;25;25;59;120;10000;4237;4917;3559925;-676987
23412-8027;25;25;72;214;10000;3472;3364;3560748;-801734
23421-5534;25;25;58;191;10000;4310;3037;3562052;-552933
23421-4923;25;34;153;365;7353;2222;4192;3561998;-491103
23444+0635;25;30;67;225;8333;4478;2978;3567420;68631
23444-0043;39;43;69;186;9070;6232;3710;3567521;-4477
23452-3048;35;29;279;811;12069;1039;3440;3569649;-305226
23454-1852;30;54;85;199;5556;6353;4271;3570128;-185923
23472+2945;25;25;67;153;10000;3731;4379;3574448;300372
23473+2823;25;25;66;205;10000;3788;3220;3574790;286669
23488-1339;27;36;58;193;7500;6207;3005;3578669;-133824
23496+3059;28;25;46;133;11200;5435;3459;3580440;312779
23528+3006;25;34;198;358;7353;1717;5531;3588415;303869
23529+1738;25;26;46;112;9615;5652;4107;3588730;179188
23542-0338;25;48;46;132;5208;10435;3485;3592068;-33608
23544+1033;46;25;57;161;18400;4386;3540;3592443;108286
23563+0321;82;61;40;127;13443;15250;3150;3597389;36309
23564+1833;38;30;268;420;12667;1119;6381;3597560;188348
23574-1817;40;34;41;103;11765;8293;3981;112;-180185
23575-7737;25;25;53;105;10000;4717;5048;397;-773404
01423-4054;45;25;50;146;18000;5000;3425;261259;-406658
01424+3827;25;25;45;104;10000;5556;4327;263529;387072
01427+0422;25;40;84;145;6250;4762;5793;263327;46185
01428+2833;25;25;40;132;10000;6250;3030;264129;288014
01428-3621;52;25;37;144;20800;6757;2569;262725;-361130
01428-0404;25;37;77;182;6757;4805;4231;263568;-38265
02333+2512;36;44;41;174;8182;10732;2356;390684;254247
02334+3129;25;27;160;379;9259;1688;4222;390986;317105
02336+1333;25;52;79;183;4808;6582;4317;391055;137801
02337-1728;25;25;103;240;10000;2427;4292;390166;-172592
02337-1426;25;35;133;178;7143;2632;7472;390345;-142164
02337+3553;25;25;61;187;10000;4098;3262;392141;361107
02338+3306;25;25;103;324;10000;2427;3179;392053;333268
02338+0029;25;28;152;230;8929;1842;6609;390987;7093
02338+0705;36;26;42;128;13846;6190;3281;391369;73136
02344-5032;25;19;131;171;13158;1450;7661;390331;-503277
02345+0705;70;70;61;140;10000;11475;4357;393065;73023
02345+2304;74;25;40;148;29600;6250;2703;393611;232969
02345+2053;56;122;1018;1693;4590;1198;6013;393570;211013
02346+3412;31;72;508;822;4306;1417;6180;394191;344323
02346+2533;25;29;44;156;8621;6591;2821;393982;257670
02347-2525;25;25;83;154;10000;3012;5390;392449;-252068
02347-5504;25;23;139;322;10870;1655;4317;390845;-548638
02349+4134;25;25;93;246;10000;2688;3780;395237;417904
02355+2932;25;25;57;178;10000;4386;3202;396196;297614
02356+3151;25;25;50;174;10000;5000;2874;396548;320696
02357-7427;36;25;45;149;14400;5556;3020;389477;-742439
02358+0145;25;27;127;182;9259;2126;6978;396043;19686
02358-2022;25;25;30;87;10000;8333;3448;395418;-201672
02358-1601;25;18;169;248;13889;1065;6815;395575;-158075
02358+3424;25;25;137;331;10000;1825;4139;397316;346222
02359+3523;25;25;59;191;10000;4237;3089;397474;356044
02360+4039;25;25;229;630;10000;1092;3635;398138;408717
02362+0853;33;27;77;216;12222;3506;3565;397365;91009
02362+2956;25;49;477;991;5102;1027;4813;398125;301519
02363+4147;41;25;40;94;16400;6250;4255;398836;420004
02365+1037;25;30;61;258;8333;4918;2364;397996;108480
02365-1431;25;40;105;282;6250;3810;3723;397269;-143066
02365+3552;37;25;84;205;14800;2976;4098;399034;360817
02366-3101;25;28;75;153;8929;3733;4902;396860;-308054
02370+1748;25;25;135;450;10000;1852;3000;399639;180261
02373+3202;25;25;83;264;10000;3012;3144;400812;322636
02374+1740;472;37;46;147;127568;8043;3129;400493;178817
02376+1904;25;31;114;302;8065;2719;3775;401168;192959
02376+3505;25;25;66;134;10000;3788;4925;401830;352991
02378+3829;25;48;312;441;5208;1538;7075;402447;387062
03060-2451;54;25;47;102;21600;5319;4608;470649;-246738
03062-2314;25;25;57;141;10000;4386;4043;471188;-230501
03063-0713;25;38;38;175;6579;10000;2171;471968;-70419
03064-0308;48;238;1284;1584;2017;1854;8106;472302;-29565
03064+4103;27;25;63;218;10800;3968;2890;474223;412428
03067-1028;25;25;37;149;10000;6757;2483;472862;-102931
03067+1818;25;39;112;276;6410;3482;4058;474034;184997
