galname,fnu_12,fnu_25,fnu_60,fnu_100,rat_12_25,rat_25_60,rat_60_100,ra,dec
13429+2722,0.45,0.25,0.40,1.00,1.8000,0.6250,0.4000,206.3190,27.1193
13439+3650,0.25,0.48,0.55,1.40,0.5208,0.8727,0.3929,206.5380,36.5996
13439-3938,0.25,0.30,1.41,2.29,0.8333,0.2128,0.6157,206.7390,-39.8864
13446+1121,0.25,0.90,3.43,3.59,0.2778,0.2624,0.9554,206.7681,11.1049
13447-3041,0.25,0.33,0.55,3.30,0.7576,0.6000,0.1667,206.9108,-30.9438
13453-3159,0.25,0.24,1.56,3.47,1.0417,0.1538,0.4496,207.0663,-32.2396
13454-2922,0.31,0.29,0.54,1.84,1.0690,0.5370,0.2935,207.0849,-29.6265
13463-0656,0.25,0.36,0.88,2.91,0.6944,0.4091,0.3024,207.2484,-7.1963
13464-3003,1.05,2.25,2.04,1.62,0.4667,1.1029,1.2593,207.3204,-30.3060
13473-4801,0.25,0.95,5.64,6.36,0.2632,0.1684,0.8868,207.6121,-48.2765
13475-4841,0.27,0.25,0.74,2.35,1.0800,0.3378,0.3149,207.6657,-48.9403
13482+2823,0.25,0.25,0.48,1.37,1.0000,0.5208,0.3504,207.6456,28.1497
13483-4750,0.41,0.25,0.94,6.13,1.6400,0.2660,0.1533,207.8774,-48.0807
13488+2415,0.25,0.52,0.59,1.15,0.4808,0.8814,0.5130,207.7877,24.0153
13489-4755,0.25,0.23,3.06,8.54,1.0870,0.0752,0.3583,208.0294,-48.1720
13499+2246,0.25,0.31,0.52,1.50,0.8065,0.5962,0.3467,208.0678,22.5207
13499+0211,0.25,0.28,0.86,1.66,0.8929,0.3256,0.5181,208.1206,1.9440
13507+1454,0.25,0.26,1.20,2.80,0.9615,0.2167,0.4286,208.2875,14.6575
13507+1734,0.25,0.25,1.10,1.98,1.0000,0.2273,0.5556,208.2917,17.3311
13512-5303,0.25,0.25,0.82,4.85,1.0000,0.3049,0.1691,208.6304,-53.3093
13512-3731,0.39,0.40,0.50,1.00,0.9750,0.8000,0.5000,208.5609,-37.7740
13520+1517,0.25,0.71,3.90,5.82,0.3521,0.1821,0.6701,208.6266,15.0444
13521+4427,0.41,0.25,0.83,2.10,1.6400,0.3012,0.3952,208.5489,44.2085
13530+3306,0.25,0.25,0.48,1.45,1.0000,0.5208,0.3310,208.8094,32.8627
13530+5854,0.25,0.22,2.34,4.63,1.1364,0.0940,0.5054,208.6912,58.6665
13536+0529,0.25,0.29,1.77,5.22,0.8621,0.1638,0.3391,209.0285,5.2539
13536+5945,0.25,0.25,1.01,3.57,1.0000,0.2475,0.2829,208.8153,59.5071
13543+2024,0.25,0.26,0.61,1.64,0.9615,0.4262,0.3720,209.1756,20.1688
13544+5959,0.78,0.25,0.27,1.55,3.1200,0.9259,0.1742,209.0134,59.7428
13553+1006,0.25,0.32,2.00,4.18,0.7812,0.1600,0.4785,209.4543,9.8730
13553-4816,0.25,0.25,1.56,5.31,1.0000,0.1603,0.2938,209.6431,-48.5244
13557+2839,0.25,0.25,0.81,1.45,1.0000,0.3086,0.5586,209.5126,28.4201
13558-1221,0.37,0.47,0.54,1.79,0.7872,0.8704,0.3017,209.6246,-12.6037
13565+3519,0.25,0.54,2.96,6.12,0.4630,0.1824,0.4837,209.6726,35.0881
13566+4629,0.25,0.25,1.16,2.16,1.0000,0.2155,0.5370,209.6510,46.2550
13576-2838,0.25,0.26,0.82,2.63,0.9615,0.3171,0.3118,210.1328,-28.8753
13577+3825,0.27,0.30,2.88,10.60,0.9000,0.1042,0.2717,209.9618,38.1824
13582-3342,0.88,0.49,0.54,1.77,1.7959,0.9074,0.3051,210.2892,-33.9444
13584-3249,0.25,0.33,1.50,2.63,0.7576,0.2200,0.5703,210.3338,-33.0690
13591+5934,0.52,1.64,10.40,20.49,0.3171,0.1577,0.5076,210.1900,59.3289
13591-2517,0.25,0.28,1.17,2.28,0.8929,0.2393,0.5132,210.4946,-25.5405
14000+4632,0.28,0.56,0.30,1.25,0.5000,1.8667,0.2400,210.4937,46.3065
14001+0920,0.42,0.59,0.51,1.88,0.7119,1.1569,0.2713,210.6433,9.1044
14007+5430,0.30,0.65,4.95,6.57,0.4615,0.1313,0.7534,210.6227,54.2713
14007-2511,0.25,0.36,2.14,4.35,0.6944,0.1682,0.4920,210.8988,-25.4287
14012-0954,0.25,0.46,0.69,1.83,0.5435,0.6667,0.3770,210.9691,-10.1415
14012+5428,0.25,0.24,1.60,1.00,1.0417,0.1500,1.6000,210.7510,54.2414
06055-1954,0.25,0.25,0.53,1.82,1.0000,0.4717,0.2912,91.9223,-19.9125
06056-2328,0.25,0.25,0.78,2.33,1.0000,0.3205,0.3348,91.9413,-23.4868
06059-4928,0.25,0.25,0.87,1.65,1.0000,0.2874,0.5273,91.7911,-49.4843
06059-2144,0.68,0.25,0.40,1.31,2.7200,0.6250,0.3053,92.0221,-21.7502
06059-4511,0.25,0.48,0.42,2.74,0.5208,1.1429,0.1533,91.8596,-45.1948
06060-7323,0.77,0.25,0.40,1.00,3.0800,0.6250,0.4000,91.2314,-73.4064
06062+4246,0.25,0.28,0.40,1.77,0.8929,0.7000,0.2260,92.4659,42.7724
06068-6706,0.25,0.25,0.28,0.81,1.0000,0.8929,0.3457,91.6865,-67.1179
06068-2508,0.25,0.21,1.45,2.39,1.1905,0.1448,0.6067,92.2200,-25.1442
06068-2443,0.36,0.25,0.39,1.06,1.4400,0.6410,0.3679,92.2340,-24.7399
06069-4650,0.32,0.25,0.40,1.00,1.2800,0.6250,0.4000,92.0742,-46.8475
06069-3354,0.21,0.36,3.61,6.64,0.5833,0.0997,0.5437,92.1943,-33.9167
06069-2747,0.25,0.25,0.58,1.60,1.0000,0.4310,0.3625,92.2364,-27.8030
06070-6147,0.34,0.48,5.20,15.97,0.7083,0.0923,0.3256,91.8735,-61.8066
06071+6736,0.41,0.25,0.54,1.12,1.6400,0.4630,0.4821,93.1046,67.5986
06074+3539,0.25,0.32,0.94,2.70,0.7812,0.3404,0.3481,92.7018,35.6445
06081+5022,1.07,0.25,0.40,1.49,4.2800,0.6250,0.2685,93.0135,50.3688
06081-3338,0.25,0.25,0.64,1.70,1.0000,0.3906,0.3765,92.5025,-33.6455
06083-3406,0.25,0.25,2.00,4.65,1.0000,0.1250,0.4301,92.5463,-34.1118
06084+5132,0.25,0.25,1.20,2.63,1.0000,0.2083,0.4563,93.0980,51.5210
06085-7521,0.39,0.25,0.26,1.09,1.5600,0.9615,0.2385,91.7240,-75.3669
06087+4427,0.25,0.32,1.36,2.84,0.7812,0.2353,0.4789,93.1087,44.4391
06088+3710,0.25,0.33,0.86,1.79,0.7576,0.3837,0.4804,93.0681,37.1627
06092-7116,0.25,0.25,0.70,2.44,1.0000,0.3571,0.2869,92.1212,-71.2887
06092-3317,0.67,0.25,0.40,1.05,2.6800,0.6250,0.3810,92.7787,-33.3074
06093+7109,0.34,0.46,0.48,5.10,0.7391,0.9583,0.0941,93.7946,71.1404
06094+4630,0.25,0.33,0.97,2.27,0.7576,0.3402,0.4273,93.2906,46.4946
06095-4459,0.25,0.39,0.94,1.71,0.6410,0.4149,0.5497,92.7441,-44.9982
06096+6634,0.25,0.25,0.95,3.27,1.0000,0.2632,0.2905,93.6979,66.5665
06097+7103,0.70,2.84,3.91,3.49,0.2465,0.7263,1.1203,93.8977,71.0368
06100-2147,0.25,0.31,1.02,4.79,0.8065,0.3039,0.2129,93.0410,-21.8071
06103-1414,0.25,0.25,0.77,1.83,1.0000,0.3247,0.4208,93.1620,-14.2606
06105+5108,0.39,0.25,0.48,1.34,1.5600,0.5208,0.3582,93.6341,51.1183
06106+6651,0.35,0.33,3.32,7.18,1.0606,0.0994,0.4624,93.9537,66.8381
06106+7822,5.82,17.26,141.67,187.36,0.3372,0.1218,0.7561,94.6596,78.3563
06107+6911,0.41,0.25,0.73,1.93,1.6400,0.3425,0.3782,94.0622,69.1730
06107-2616,0.25,0.25,0.57,1.70,1.0000,0.4386,0.3353,93.2024,-26.2871
06109+6426,0.25,0.25,0.83,2.91,1.0000,0.3012,0.2852,93.9511,64.4304
06114-2232,0.27,0.25,0.55,0.86,1.0800,0.4545,0.6395,93.3843,-22.5535
06119-7001,0.25,0.25,0.50,1.52,1.0000,0.5000,0.3289,92.8606,-70.0447
06121-5117,0.25,0.25,0.63,1.83,1.0000,0.3968,0.3443,93.3410,-51.3135
06122+7650,0.66,0.25,0.40,1.09,2.6400,0.6250,0.3670,94.9017,76.8281
06123-3329,0.25,0.25,0.40,1.17,1.0000,0.6250,0.3419,93.5383,-33.5002
06123-1213,0.36,0.31,0.48,8.22,1.1613,0.6458,0.0584,93.6787,-12.2409
06125-2546,0.28,0.25,1.04,1.92,1.1200,0.2404,0.5417,93.6463,-25.7978
06125-2238,0.25,0.25,0.78,0.90,1.0000,0.3205,0.8667,93.6684,-22.6524
13311+3318,0.37,0.25,0.43,1.28,1.4800,0.5814,0.3359,203.3673,33.0451
13313-7423,0.25,0.25,0.60,2.57,1.0000,0.4167,0.2335,203.8678,-74.6515
13315+1833,0.25,0.25,0.40,1.01,1.0000,0.6250,0.3960,203.4812,18.3058
13315+1758,0.25,0.34,1.52,3.01,0.7353,0.2237,0.5050,203.4850,17.7122
13317-4517,0.25,0.25,0.91,2.59,1.0000,0.2747,0.3514,203.7026,-45.5485
13319-2311,0.98,0.63,0.91,1.66,1.5556,0.6923,0.5482,203.6690,-23.4474
13321+0423,0.25,0.50,1.22,2.31,0.5000,0.4098,0.5281,203.6617,4.1302
13321+5208,0.77,0.25,0.73,1.69,3.0800,0.3425,0.4320,203.5472,51.8897
13322-3500,0.34,0.46,5.35,11.60,0.7391,0.0860,0.4612,203.7690,-35.2697
13322+0935,0.25,0.25,1.07,3.41,1.0000,0.2336,0.3138,203.6814,9.3350
13323-1536,0.33,0.35,0.52,1.31,0.9429,0.6731,0.3969,203.7682,-15.8674
13325-3357,0.25,0.31,0.42,1.62,0.8065,0.7381,0.2593,203.8529,-34.2126
13326-1038,0.26,0.45,1.11,2.10,0.5778,0.4054,0.5286,203.8143,-10.8912
13327+1056,0.65,0.28,0.81,1.55,2.3214,0.3457,0.5226,203.8103,10.6883
13328+0140,0.25,0.44,0.84,1.85,0.5682,0.5238,0.4541,203.8510,1.4123
13329-3036,0.29,0.29,0.72,2.21,1.0000,0.4028,0.3258,203.9357,-30.8688
13329-2349,0.32,0.31,2.58,5.47,1.0323,0.1202,0.4717,203.9251,-24.0757
13329+6215,0.33,0.25,0.50,1.14,1.3200,0.5000,0.4386,203.6708,61.9969
13329-3402,0.40,0.81,1.12,1.00,0.4938,0.7232,1.1200,203.9622,-34.2915
13329-2725,0.25,0.29,1.15,1.92,0.8621,0.2522,0.5990,203.9459,-27.6760
13330-3311,0.35,0.26,0.64,2.22,1.3462,0.4062,0.2883,203.9811,-33.4518
13331+1334,0.25,0.25,0.68,1.20,1.0000,0.3676,0.5667,203.9128,13.3274
13332+0315,0.25,0.40,0.64,1.53,0.6250,0.6250,0.4183,203.9383,3.0030
13334-1438,0.26,0.52,2.37,4.45,0.5000,0.2194,0.5326,204.0235,-14.9022
13334-2215,0.55,0.31,0.60,1.56,1.7742,0.5167,0.3846,204.0422,-22.5214
13334+7600,0.62,0.25,0.51,1.51,2.4800,0.4902,0.3377,203.5724,75.7542
13335+0650,0.27,0.25,1.00,1.90,1.0800,0.2500,0.5263,204.0042,6.5851
13335-0814,0.26,0.36,0.80,2.52,0.7222,0.4500,0.3175,204.0359,-8.4980
13335+3515,0.39,0.25,0.60,1.83,1.5600,0.4167,0.3279,203.9616,34.9973
13339+0737,0.41,0.41,0.35,1.51,1.0000,1.1714,0.2318,204.1055,7.3730
13339+0804,0.61,1.11,0.50,1.27,0.5495,2.2200,0.3937,204.1096,7.8158
13339-2937,0.85,0.51,4.80,23.72,1.6667,0.1063,0.2024,204.1946,-29.8752
13339-1643,0.35,0.35,0.55,1.21,1.0000,0.6364,0.4545,204.1665,-16.9866
13339-4944,0.25,0.25,1.83,3.98,1.0000,0.1366,0.4598,204.2694,-49.9966
13340+5012,0.41,0.25,1.01,3.06,1.6400,0.2475,0.3301,204.0108,49.9575
13340+3836,0.25,1.35,1.01,2.90,0.1852,1.3366,0.3483,204.0586,38.3461
13340-0808,0.43,0.32,0.70,1.71,1.3438,0.4571,0.4094,204.1675,-8.4041
13342-2933,0.38,0.51,0.40,1.59,0.7451,1.2750,0.2516,204.2688,-29.8190
13345-1449,0.26,0.76,1.28,1.43,0.3421,0.5938,0.8951,204.2988,-15.0733
13346-3245,0.25,0.26,1.26,2.62,0.9615,0.2063,0.4809,204.3652,-33.0063
13349-3433,0.25,0.27,1.44,2.49,0.9259,0.1875,0.5783,204.4489,-34.8078
13349+0421,0.25,0.34,0.65,1.52,0.7353,0.5231,0.4276,204.3723,4.1038
13350+0908,0.96,1.49,17.72,43.97,0.6443,0.0841,0.4030,204.3835,8.8867
13350+8614,0.44,0.25,0.49,1.71,1.7600,0.5102,0.2865,202.7879,85.9938
13351-3040,0.25,0.26,1.45,4.43,0.9615,0.1793,0.3273,204.4898,-30.9324
13352+3913,0.25,0.25,1.16,2.56,1.0000,0.2155,0.4531,204.3708,38.9706
13353-1737,0.53,0.55,6.64,29.02,0.9636,0.0828,0.2288,204.5072,-17.8829
01306+3025,0.34,1.92,13.32,27.55,0.1771,0.1441,0.4835,23.3737,30.6817
01312+3020,0.25,0.51,7.40,28.98,0.4902,0.0689,0.2553,23.5205,30.6045
01314+3018,0.26,0.26,3.64,11.06,1.0000,0.0714,0.3291,23.5676,30.5650
01319-1604,0.25,0.44,1.94,4.10,0.5682,0.2268,0.4732,23.6063,-15.8182
01321+3446,0.25,0.35,0.98,0.94,0.7143,0.3571,1.0426,23.7465,35.0374
01333-3938,0.29,0.25,0.47,1.20,1.1600,0.5319,0.3917,23.8833,-39.3790
01333-1015,0.88,0.54,0.40,1.46,1.6296,1.3500,0.2740,23.9611,-10.0011
01344+2838,0.25,0.25,0.67,2.10,1.0000,0.3731,0.3190,24.3206,28.8893
01346-0924,0.29,0.28,0.86,1.42,1.0357,0.3256,0.6056,24.2784,-9.1489
01357-6508,0.25,0.41,2.94,6.81,0.6098,0.1395,0.4317,24.3378,-64.8942
01358-4019,0.25,0.35,0.85,2.20,0.7143,0.4118,0.3864,24.5025,-40.0655
01368-4705,0.25,0.25,2.12,4.18,1.0000,0.1179,0.5072,24.7255,-46.8357
01368-5003,0.25,0.25,0.60,1.98,1.0000,0.4167,0.3030,24.7119,-49.8021
01376-2856,0.35,0.25,0.35,1.62,1.4000,0.7143,0.2160,24.9941,-28.6954
01377-2817,0.25,0.25,0.88,2.20,1.0000,0.2841,0.4000,25.0042,-28.0340
01397-0223,0.35,0.28,0.72,1.15,1.2500,0.3889,0.6261,25.5709,-2.1454
01399-3330,0.26,0.25,0.80,1.38,1.0400,0.3125,0.5797,25.5598,-33.2596
01410+1154,0.27,0.89,2.26,4.04,0.3034,0.3938,0.5594,25.9367,12.1638
01411+0358,0.56,0.39,1.37,3.77,1.4359,0.2847,0.3634,25.9393,4.2224
01418+1651,0.25,1.07,13.30,13.84,0.2336,0.0805,0.9610,26.1280,17.1026
01421+2138,0.27,0.29,0.58,1.66,0.9310,0.5000,0.3494,26.2183,21.8852
01434+3612,0.25,0.25,0.73,2.27,1.0000,0.3425,0.3216,26.5932,36.4600
01435-5558,0.25,0.25,0.54,1.45,1.0000,0.4630,0.3724,26.3358,-55.7316
01448+1151,0.31,0.26,0.82,1.24,1.1923,0.3171,0.6613,26.8762,12.1052
01450+2519,0.38,0.27,0.50,1.27,1.4074,0.5400,0.3937,26.9504,25.5697
01458+1221,0.25,0.68,2.80,6.13,0.3676,0.2429,0.4568,27.1389,12.6140
01460+2000,0.25,0.67,0.93,1.94,0.3731,0.7204,0.4794,27.1963,20.2631
01469-1422,0.39,0.25,1.36,3.27,1.5600,0.1838,0.4159,27.3414,-14.1223
21456-6050,0.40,0.24,2.52,7.24,1.6667,0.0952,0.3481,327.3206,-60.6101
21474-3113,0.25,0.25,0.73,2.29,1.0000,0.3425,0.3188,327.6062,-30.9944
21475-6125,0.30,0.25,0.94,1.67,1.2000,0.2660,0.5629,327.8065,-61.1986
21505+3613,0.25,0.31,1.53,3.62,0.8065,0.2026,0.4227,328.1661,36.4594
21508+1522,0.25,0.54,1.26,1.00,0.4630,0.4286,1.2600,328.3182,15.6159
21528-4249,0.25,0.25,0.73,1.42,1.0000,0.3425,0.5141,328.9963,-42.5926
21533-5406,0.25,0.32,0.62,2.07,0.7812,0.5161,0.2995,329.1844,-53.8708
21553-2737,0.25,0.38,2.56,6.71,0.6579,0.1484,0.3815,329.5433,-27.3911
21553-3432,0.50,0.25,0.77,1.21,2.0000,0.3247,0.6364,329.5847,-34.3041
21566-2654,0.68,0.26,0.41,1.01,2.6154,0.6341,0.4059,329.8749,-26.6664
21567-1645,0.25,0.35,1.20,2.71,0.7143,0.2917,0.4428,329.8583,-16.5120
21583-1330,0.25,0.25,0.90,3.52,1.0000,0.2778,0.2557,330.2602,-13.2702
21584-3409,0.27,0.28,0.42,1.12,0.9643,0.6667,0.3750,330.3444,-33.9150
22004-4910,0.42,0.56,0.46,0.88,0.7500,1.2174,0.5227,330.9050,-48.9348
22006-6621,0.25,0.25,0.98,1.52,1.0000,0.2551,0.6447,331.1210,-66.1131
22020+4134,0.26,0.29,0.96,2.61,0.8966,0.3021,0.3678,331.0284,41.8185
22022+3930,0.29,0.25,0.90,3.92,1.1600,0.2778,0.2296,331.1013,39.7436
22041-5742,0.25,0.25,0.52,1.52,1.0000,0.4808,0.3421,331.8790,-57.4634
22042+4700,0.25,0.27,3.02,8.75,0.9259,0.0894,0.3451,331.5693,47.2559
22059+0015,0.44,0.42,0.55,1.13,1.0476,0.7636,0.4867,332.1353,0.5104
22060+4055,0.38,0.29,1.60,3.84,1.3103,0.1813,0.4167,332.0440,41.1761
22068-2747,0.25,0.25,0.93,1.92,1.0000,0.2688,0.4844,332.4328,-27.5440
22068-0153,0.41,0.57,0.47,2.39,0.7193,1.2128,0.1967,332.3685,-1.6413
22078-4619,0.25,0.25,0.80,2.58,1.0000,0.3125,0.3101,332.7430,-46.0797
22081-2519,0.25,0.30,1.00,2.19,0.8333,0.3000,0.4566,332.7289,-25.0747
22094-6505,0.25,0.25,0.66,1.83,1.0000,0.3788,0.3607,333.2826,-64.8508
22095+4603,0.25,0.67,0.76,2.62,0.3731,0.8816,0.2901,332.9070,46.3070
22106-2220,0.25,0.29,1.52,4.02,0.8621,0.1908,0.3781,333.3569,-22.0972
22106-2748,0.26,0.40,3.92,8.73,0.6500,0.1020,0.4490,333.3803,-27.5577
22116+3647,0.52,0.25,0.59,2.03,2.0800,0.4237,0.2906,333.4648,37.0326
22116+3859,0.25,0.25,1.13,2.09,1.0000,0.2212,0.5407,333.4595,39.2404
22137-2704,0.25,0.41,0.73,1.72,0.6098,0.5616,0.4244,334.1432,-26.8188
22140-6606,0.25,0.25,0.62,1.48,1.0000,0.4032,0.4189,334.4389,-65.8561
22151-4256,0.95,0.25,0.45,1.42,3.8000,0.5556,0.3169,334.5369,-42.6902
22158-3703,0.25,0.26,2.42,6.07,0.9615,0.1074,0.3987,334.6939,-36.8015
22177-1601,0.27,0.39,0.74,2.29,0.6923,0.5270,0.3231,335.1158,-15.7742
22177-4901,0.25,0.18,0.73,1.43,1.3889,0.2466,0.5105,335.2202,-48.7721
22185-4338,0.43,0.68,0.56,1.07,0.6324,1.2143,0.5234,335.3878,-43.3945
22186-3716,0.25,0.44,1.70,3.56,0.5682,0.2588,0.4775,335.3832,-37.0309
22202+2812,0.26,0.25,0.47,1.00,1.0400,0.5319,0.4700,335.6465,28.4677
22203+3556,0.37,0.25,0.45,1.09,1.4800,0.5556,0.4128,335.6349,36.1933
22214-3356,0.26,0.50,2.09,5.39,0.5200,0.2392,0.3878,336.0916,-33.6939
22215+3209,0.29,0.32,0.47,1.31,0.9062,0.6809,0.3588,335.9545,32.4042
22226-2757,0.25,0.29,0.92,2.13,0.8621,0.3152,0.4319,336.3651,-27.7045
22228-2429,0.25,0.63,0.41,1.52,0.3968,1.5366,0.2697,336.3919,-24.2403
22241-5811,0.38,0.25,0.53,1.29,1.5200,0.4717,0.4109,336.8464,-57.9361
22243-3523,0.25,0.27,1.15,2.55,0.9259,0.2348,0.4510,336.8106,-35.1372
22261+3002,0.25,0.26,1.34,2.68,0.9615,0.1940,0.5000,337.1033,30.2914
22263-6555,0.70,0.44,1.79,3.57,1.5909,0.2458,0.5014,337.4805,-65.6608
22281+5049,0.59,0.25,0.39,1.37,2.3600,0.6410,0.2847,337.5482,51.0879
22281-1426,0.27,0.34,0.51,2.05,0.7941,0.6667,0.2488,337.7160,-14.1860
22303+2340,0.26,0.62,0.40,0.98,0.4194,1.5500,0.4082,338.1719,23.9398
22304-2730,0.25,0.27,1.68,4.09,0.9259,0.1607,0.4108,338.3189,-27.2469
22320+4103,0.43,0.25,0.85,2.36,1.7200,0.2941,0.3602,338.5736,41.3161
22321-1310,2.92,0.31,0.49,1.28,9.4194,0.6327,0.3828,338.7045,-12.9106
22335+2003,0.25,0.22,1.84,4.41,1.1364,0.1196,0.4172,338.9852,20.3224
22337+3342,0.25,0.29,0.64,3.01,0.8621,0.4531,0.2126,339.0168,33.9716
22356-0717,0.26,0.36,1.20,1.93,0.7222,0.3000,0.6218,339.5556,-7.0352
22359-2606,0.31,0.49,6.06,12.38,0.6327,0.0809,0.4895,339.6732,-25.8500
22377+0818,0.25,0.25,1.29,3.69,1.0000,0.1938,0.3496,340.0718,8.5670
22377+0747,0.41,0.41,0.86,1.43,1.0000,0.4767,0.6014,340.0735,8.0543
22388+3359,1.07,0.80,8.07,15.41,1.3375,0.0991,0.5237,340.2996,34.2483
22389-4621,0.25,0.28,2.88,5.99,0.8929,0.0972,0.4808,340.4705,-46.0923
22400+2954,0.27,0.25,0.55,1.62,1.0800,0.4545,0.3395,340.6069,30.1757
22400-5940,0.25,0.25,1.05,3.35,1.0000,0.2381,0.3134,340.8215,-59.4154
22418+3405,0.25,0.44,1.52,2.66,0.5682,0.2895,0.5714,341.0467,34.3498
22420-3428,0.25,0.30,1.18,2.01,0.8333,0.2542,0.5871,341.2193,-34.2130
22435+1035,0.41,0.27,0.54,1.39,1.5185,0.5000,0.3885,341.5049,10.8560
22438+3747,0.25,0.25,0.83,2.74,1.0000,0.3012,0.3029,341.5343,38.0505
22454+3950,0.32,0.46,2.29,3.13,0.6957,0.2009,0.7316,341.9255,40.1125
22455+0339,0.25,0.40,1.13,1.53,0.6250,0.3540,0.7386,342.0199,3.9282
22474+4344,0.25,0.44,0.90,2.12,0.5682,0.4889,0.4245,342.4132,44.0010
22476-3707,0.50,0.25,0.45,1.15,2.0000,0.5556,0.3913,342.6055,-36.8564
22498+0049,0.25,0.39,0.62,2.14,0.6410,0.6290,0.2897,343.0977,1.0979
22500+0549,0.29,0.29,0.50,1.61,1.0000,0.5800,0.3106,343.1530,6.0885
22517-2037,0.25,0.35,0.57,1.56,0.7143,0.6140,0.3654,343.6032,-20.3625
22518+1130,0.26,0.25,0.64,1.67,1.0400,0.3906,0.3832,343.5796,11.7819
22527-6357,0.25,0.25,0.80,2.73,1.0000,0.3125,0.2930,343.9828,-63.6942
22528+3230,0.28,0.25,0.40,1.52,1.1200,0.6250,0.2632,343.7968,32.7750
22538-3717,0.29,0.50,3.88,15.38,0.5800,0.1289,0.2523,344.1571,-37.0273
22540-3649,0.25,0.25,0.51,2.39,1.0000,0.4902,0.2134,344.2146,-36.5536
22547-8018,0.25,0.25,1.21,3.34,1.0000,0.2066,0.3623,344.7531,-80.0331
22548-6919,0.66,0.25,0.52,0.92,2.6400,0.4808,0.5652,344.5497,-69.0546
22560+1454,0.25,0.43,1.94,3.48,0.5814,0.2216,0.5575,344.6438,15.1739
22561+4009,0.36,0.25,0.58,1.71,1.4400,0.4310,0.3392,344.6216,40.4294
22570+0204,0.25,0.28,0.96,2.49,0.8929,0.2917,0.3855,344.9041,2.3434
22571+2434,0.27,0.81,1.23,2.38,0.3333,0.6585,0.5168,344.9038,24.8461
22581+1605,0.27,0.46,0.70,1.50,0.5870,0.6571,0.4667,345.1612,16.3651
22582+1320,0.35,0.26,0.65,1.37,1.3462,0.4000,0.4745,345.1908,13.6182
22594-3950,0.36,0.33,0.84,3.13,1.0909,0.3929,0.2684,345.5614,-39.5663
22595+1541,0.32,0.39,2.73,6.81,0.8205,0.1429,0.4009,345.5034,15.9678
19262-5723,0.25,0.29,0.69,1.84,0.8621,0.4203,0.3750,292.6174,-57.2850
19266-6726,0.58,0.25,0.55,2.56,2.3200,0.4545,0.2148,292.9266,-67.3293
19268-3930,0.25,0.28,1.05,0.96,0.8929,0.2667,1.0938,292.5602,-39.4109
19269+6149,0.25,0.25,0.59,1.13,1.0000,0.4237,0.5221,291.8898,61.9251
19269+6512,0.25,0.25,0.72,1.37,1.0000,0.3472,0.5255,291.8174,65.3085
19269+5247,0.25,0.25,0.88,2.49,1.0000,0.2841,0.3534,292.0404,52.8949
19270-4751,0.25,0.35,0.58,2.10,0.7143,0.6034,0.2762,292.6992,-47.7466
19277-5339,0.32,0.32,0.48,1.81,1.0000,0.6667,0.2652,292.9271,-53.5571
19278+4112,0.25,0.25,0.61,1.89,1.0000,0.4098,0.3228,292.3893,41.3054
19290+3540,0.25,0.25,1.32,2.28,1.0000,0.1894,0.5789,292.7191,35.7862
19291+3542,1.30,0.68,0.40,2.40,1.9118,1.7000,0.1667,292.7431,35.8074
19291+4111,0.46,0.25,0.58,1.77,1.8400,0.4310,0.3277,292.7090,41.3049
19291-2929,0.25,0.45,2.95,6.77,0.5556,0.1525,0.4357,293.0849,-29.3859
19292+7948,0.25,0.25,0.41,0.86,1.0000,0.6098,0.4767,291.4981,79.9177
19292-4520,0.25,0.28,1.18,3.16,0.8929,0.2373,0.3734,293.2163,-45.2278
19296+3546,0.25,0.25,1.18,3.14,1.0000,0.2119,0.3758,292.8762,35.8772
19299+5359,0.28,0.29,2.65,8.23,0.9655,0.1094,0.3220,292.7762,54.0980
19308+3745,0.25,0.25,0.33,1.86,1.0000,0.7576,0.1774,293.1622,37.8721
19313-6012,0.27,0.50,0.40,1.54,0.5400,1.2500,0.2597,293.9147,-60.1040
19313-4614,0.37,0.25,0.42,1.17,1.4800,0.5952,0.3590,293.7461,-46.1341
19314-1538,0.45,0.34,1.12,2.36,1.3235,0.3036,0.4746,293.5851,-15.5371
19316-6108,0.27,0.25,0.45,1.20,1.0800,0.5556,0.3750,294.0198,-61.0302
19316-6441,0.26,0.25,0.73,1.59,1.0400,0.3425,0.4591,294.0990,-64.5831
19326+4954,0.25,0.25,1.36,4.49,1.0000,0.1838,0.3029,293.4987,50.0155
19327-6555,0.38,0.25,0.64,1.33,1.5200,0.3906,0.4812,294.4011,-65.8124
19335+7716,0.40,0.77,0.79,1.54,0.5195,0.9747,0.5130,292.8832,77.3791
19335-2011,0.28,0.98,4.52,6.01,0.2857,0.2168,0.7521,294.1192,-20.0779
19335-3240,0.25,0.34,1.33,3.34,0.7353,0.2556,0.3982,294.1897,-32.5666
19336-4224,0.49,0.23,2.13,4.59,2.1304,0.1080,0.4641,294.2775,-42.2961
19338-5257,0.25,0.25,0.69,2.31,1.0000,0.3623,0.2987,294.4310,-52.8417
19341-5206,0.25,0.25,1.02,2.22,1.0000,0.2451,0.4595,294.5014,-51.9894
19345-4926,0.25,0.25,0.69,1.52,1.0000,0.3623,0.4539,294.5822,-49.3362
19346-5820,0.25,0.25,1.76,4.17,1.0000,0.1420,0.4221,294.7076,-58.2265
19356+4035,0.25,0.25,1.02,4.33,1.0000,0.2451,0.2356,294.3451,40.7080
