galname,fnu_12,fnu_25,fnu_60,fnu_100,rat_12_25,rat_25_60,rat_60_100,ra,dec
09239-1120,0.25,0.26,0.40,1.70,0.9615,0.6500,0.2353,141.6004,-11.5575
09241+5735,0.25,0.25,0.55,2.07,1.0000,0.4545,0.2657,141.9562,57.3783
09244+3039,0.25,0.26,0.86,2.16,0.9615,0.3023,0.3981,141.8471,30.4414
09247-1125,0.25,0.37,3.15,9.30,0.6757,0.1175,0.3387,141.7998,-11.6440
09248+0408,0.25,0.30,0.59,1.47,0.8333,0.5085,0.4014,141.8728,3.9292
09248-1918,0.25,0.55,4.18,7.71,0.4545,0.1316,0.5422,141.8037,-19.5318
09250+1230,0.25,0.33,1.43,3.16,0.7576,0.2308,0.4525,141.9319,12.2869
09251+3012,0.42,0.27,0.47,1.28,1.5556,0.5745,0.3672,142.0174,29.9920
09252-2811,0.25,0.25,0.89,2.45,1.0000,0.2809,0.3633,141.8641,-28.4084
09253+1724,0.25,0.49,3.01,5.09,0.5102,0.1628,0.5914,142.0265,17.1963
09258-1640,0.25,0.25,0.38,1.46,1.0000,0.6579,0.2603,142.0423,-16.9009
09258+7640,0.25,0.25,0.67,1.96,1.0000,0.3731,0.3418,142.8108,76.4628
09261+1248,0.68,0.36,0.40,1.17,1.8889,0.9000,0.3419,142.2118,12.5863
09262-6033,0.44,0.23,1.64,4.14,1.9130,0.1402,0.3961,141.8853,-60.7703
09263-3554,0.44,0.48,1.44,2.69,0.9167,0.3333,0.5353,142.1022,-36.1281
09265-7624,0.25,0.25,0.90,1.67,1.0000,0.2778,0.5389,141.5467,-76.6249
09265-1435,0.25,0.25,0.34,1.68,1.0000,0.7353,0.2024,142.2406,-14.8067
09266-0219,0.25,0.26,0.68,1.95,0.9615,0.3824,0.3487,142.2845,-2.5496
09266+5604,0.39,0.33,1.53,3.14,1.1818,0.2157,0.4873,142.5466,55.8526
09266-6609,0.29,0.28,0.48,1.24,1.0357,0.5833,0.3871,141.9016,-66.3704
09268+0756,0.25,0.40,0.42,1.67,0.6250,0.9524,0.2515,142.3812,7.7160
09269-2009,0.25,0.25,1.31,3.05,1.0000,0.1908,0.4295,142.3186,-20.3795
09273+2945,0.25,0.59,2.54,3.83,0.4237,0.2323,0.6632,142.5710,29.5398
09273+2018,0.25,0.32,0.54,1.80,0.7812,0.5926,0.3000,142.5405,20.0904
09273+0900,0.25,0.34,0.60,1.33,0.7353,0.5667,0.4511,142.5173,8.7820
09274+2134,0.25,0.33,1.78,2.48,0.7576,0.1854,0.7177,142.5685,21.3633
09274+4928,0.36,0.25,0.59,1.05,1.4400,0.4237,0.5619,142.7036,49.2565
09275+2759,0.25,0.28,0.68,1.40,0.8929,0.4118,0.4857,142.6158,27.7724
09275+1941,0.25,0.28,1.24,3.50,0.8929,0.2258,0.3543,142.5966,19.4685
09276+0421,0.25,0.31,0.57,1.19,0.8065,0.5439,0.4790,142.5637,4.1421
09282+3014,0.25,0.28,0.59,1.60,0.8929,0.4746,0.3688,142.8033,30.0233
09283+2528,0.25,0.27,0.50,1.29,0.9259,0.5400,0.3876,142.8135,25.2537
09285-1229,0.25,0.19,1.25,1.87,1.3158,0.1520,0.6684,142.7348,-12.7071
09286-6157,0.29,0.25,0.48,3.36,1.1600,0.5208,0.1429,142.4908,-62.1810
09286-1257,0.25,0.25,0.47,1.83,1.0000,0.5319,0.2568,142.7742,-13.1808
09288+5742,0.27,0.25,0.98,2.36,1.0800,0.2551,0.4153,143.1186,57.4790
09290-7957,0.25,0.25,0.94,2.18,1.0000,0.2660,0.4312,141.9218,-80.1795
09290+5958,0.25,0.25,0.81,1.83,1.0000,0.3086,0.4426,143.2033,59.7468
09293+2143,0.85,2.32,28.23,104.08,0.3664,0.0822,0.2712,143.0404,21.5019
09294-3005,0.25,0.57,1.77,3.21,0.4386,0.3220,0.5514,142.9010,-30.3077
09294+0839,0.25,0.31,1.64,4.66,0.8065,0.1890,0.3519,143.0268,8.4408
09296-5933,0.25,0.25,0.55,3.11,1.0000,0.4545,0.1768,142.7538,-59.7837
09304+2321,0.25,0.32,0.52,1.18,0.7812,0.6154,0.4407,143.3181,23.1400
09305+5145,0.25,0.57,0.44,1.79,0.4386,1.2955,0.2458,143.4820,51.5303
09309-1632,1.38,0.25,0.45,1.28,5.5200,0.5556,0.3516,143.3209,-16.7688
09312-3248,0.52,0.25,3.32,8.44,2.0800,0.0753,0.3934,143.3339,-33.0326
09313+1113,0.26,0.34,0.70,1.17,0.7647,0.4857,0.5983,143.5080,11.0083
09315+5235,0.25,0.25,0.56,1.25,1.0000,0.4464,0.4480,143.7355,52.3671
09315+2426,0.60,0.27,0.66,1.46,2.2222,0.4091,0.4521,143.6122,24.2267
09316+0027,0.25,0.31,2.83,4.81,0.8065,0.1095,0.5884,143.5445,0.2417
09316+3217,0.39,0.27,0.57,1.52,1.4444,0.4737,0.3750,143.6682,32.0716
09318-2038,0.25,0.25,0.85,1.73,1.0000,0.2941,0.4913,143.5475,-20.8587
09319+0604,0.25,0.26,1.03,1.99,0.9615,0.2524,0.5176,143.6563,5.8434
09320+6134,0.25,1.05,12.09,20.07,0.2381,0.0868,0.6024,143.9647,61.3532
09321-2041,0.25,0.25,0.59,2.52,1.0000,0.4237,0.2341,143.6178,-20.9144
09324-2142,0.25,0.43,2.66,5.10,0.5814,0.1617,0.5216,143.6800,-21.9299
09324+3002,0.25,0.29,1.19,2.29,0.8621,0.2437,0.5197,143.8593,29.8129
09327+6700,0.25,0.25,0.71,2.28,1.0000,0.3521,0.3114,144.2161,66.7898
09328+5937,0.28,0.26,1.49,3.24,1.0769,0.1745,0.4599,144.1340,59.3983
09328-6103,0.26,0.25,1.13,3.41,1.0400,0.2212,0.3314,143.5580,-61.2838
09330+2507,0.28,0.40,0.75,1.41,0.7000,0.5333,0.5319,143.9726,24.8942
09471-4223,0.25,0.27,2.15,3.14,0.9259,0.1256,0.6847,147.2826,-42.6233
09471+1255,0.25,0.38,1.03,3.11,0.6579,0.3689,0.3312,147.4608,12.6945
09471+1039,0.25,0.28,1.59,2.16,0.8929,0.1761,0.7361,147.4629,10.4329
09472+0919,0.25,0.41,0.58,1.63,0.6098,0.7069,0.3558,147.4722,9.0956
09472+0051,0.25,0.32,2.32,5.04,0.7812,0.1379,0.4603,147.4588,0.6203
09473-4741,0.48,0.27,1.27,3.11,1.7778,0.2126,0.4084,147.3153,-47.9190
09474+1302,0.25,0.42,1.53,3.62,0.5952,0.2745,0.4227,147.5394,12.8091
09477+1259,0.25,0.33,1.22,2.48,0.7576,0.2705,0.4919,147.6146,12.7655
09477-3847,0.28,0.25,0.58,1.77,1.1200,0.4310,0.3277,147.4609,-39.0304
09477-1149,0.25,0.25,0.97,3.17,1.0000,0.2577,0.3060,147.5575,-12.0575
09478+0149,0.25,0.32,0.66,1.35,0.7812,0.4848,0.4889,147.6105,1.5827
09479+3347,0.32,0.57,3.92,10.28,0.5614,0.1454,0.3813,147.7356,33.5545
09480+2847,0.25,0.25,0.67,1.35,1.0000,0.3731,0.4963,147.7298,28.5514
09481-2134,0.25,0.62,1.11,2.66,0.4032,0.5586,0.4173,147.6171,-21.8049
09484+1557,0.25,0.33,1.17,3.05,0.7576,0.2821,0.3836,147.7835,15.7309
09484-0445,0.25,0.25,1.05,2.52,1.0000,0.2381,0.4167,147.7349,-4.9954
09487-4928,0.42,0.25,0.63,2.76,1.6800,0.3968,0.2283,147.6394,-49.7099
09487+2402,0.38,0.31,0.43,1.05,1.2258,0.7209,0.4095,147.9002,23.8057
09489-0452,0.41,0.28,0.51,1.37,1.4643,0.5490,0.3723,147.8651,-5.1044
09491-1245,0.25,0.26,0.40,1.17,0.9615,0.6500,0.3419,147.8865,-12.9972
09492+2928,0.40,0.25,1.76,4.21,1.6000,0.1420,0.4181,148.0306,29.2370
09493+5227,0.25,0.25,0.48,1.66,1.0000,0.5208,0.2892,148.1614,52.2207
09494-0635,0.25,0.28,0.70,1.74,0.8929,0.4000,0.4023,147.9743,-6.8233
09497-0122,0.70,1.20,1.41,1.07,0.5833,0.8511,1.3178,148.0788,-1.6127
09498+4304,0.25,0.25,0.60,1.73,1.0000,0.4167,0.3468,148.2327,42.8455
09498-2034,0.25,0.26,1.08,2.52,0.9615,0.2407,0.4286,148.0491,-20.8060
09503+6834,0.29,0.25,0.41,2.28,1.1600,0.6098,0.1798,148.5912,68.3335
09503+1654,0.25,0.36,1.65,6.19,0.6944,0.2182,0.2666,148.2752,16.6791
09505+0806,0.25,0.28,0.75,1.49,0.8929,0.3733,0.5034,148.2926,7.8723
09505+6918,0.52,0.25,1.19,25.93,2.0800,0.2101,0.0459,148.6684,69.0791
09509-1824,0.29,0.25,1.63,4.54,1.1600,0.1534,0.3590,148.3237,-18.6451
10567-0931,0.25,0.28,0.76,3.07,0.8929,0.3684,0.2476,164.8142,-9.7966
10567-4310,0.35,0.78,5.74,11.48,0.4487,0.1359,0.5000,164.7570,-43.4400
10569+3339,0.25,0.25,1.46,2.48,1.0000,0.1712,0.5887,164.9355,33.3950
10570+5110,0.25,0.78,3.48,4.68,0.3205,0.2241,0.7436,164.9898,50.9030
10571-5110,0.32,0.25,0.34,8.61,1.2800,0.7353,0.0395,164.8272,-51.4415
10574-2513,0.25,0.25,0.95,2.52,1.0000,0.2632,0.3770,164.9628,-25.4977
10576+2914,0.29,0.26,4.58,13.99,1.1154,0.0568,0.3274,165.0980,28.9770
10577-8200,1.40,0.31,0.60,1.51,4.5161,0.5167,0.3974,164.5428,-82.2709
10578+2957,0.25,0.25,0.55,1.46,1.0000,0.4545,0.3767,165.1333,29.6944
10579-0943,0.28,0.28,0.38,1.75,1.0000,0.7368,0.2171,165.1046,-9.9864
10582+7528,0.66,0.25,0.85,1.81,2.6400,0.2941,0.4696,165.4685,75.1986
10582-1347,0.37,0.29,0.67,1.00,1.2759,0.4328,0.6700,165.1880,-14.0538
10583+5756,0.25,0.25,0.49,2.03,1.0000,0.5102,0.2414,165.3503,57.6779
10586+0353,0.25,0.36,1.47,6.98,0.6944,0.2449,0.2106,165.3120,3.6205
10589-4346,0.47,0.32,0.68,1.88,1.4688,0.4706,0.3617,165.2975,-44.0426
10589-1210,0.25,0.26,2.29,2.84,0.9615,0.1135,0.8063,165.3704,-12.4465
10589+4442,0.25,0.32,0.58,1.33,0.7812,0.5517,0.4361,165.4578,44.4449
10591+4529,0.25,0.38,2.48,4.12,0.6579,0.1532,0.6019,165.4925,45.2290
10591+2410,0.25,0.25,0.66,1.07,1.0000,0.3788,0.6168,165.4700,23.9015
10593+4609,0.27,0.47,0.38,1.49,0.5745,1.2368,0.2550,165.5485,45.8895
10594+7523,0.25,0.25,0.59,2.05,1.0000,0.4237,0.2878,165.7678,75.1155
10599-2536,0.73,0.52,0.40,1.60,1.4038,1.3000,0.2500,165.6020,-25.8740
11004+2814,1.04,3.72,19.17,32.89,0.2796,0.1941,0.5829,165.7967,27.9714
11005-1601,0.36,0.88,7.18,14.09,0.4091,0.1226,0.5096,165.7487,-16.2895
11007-1629,0.25,0.25,0.44,1.14,1.0000,0.5682,0.3860,165.8194,-16.7587
11008+3811,0.25,0.25,0.57,1.08,1.0000,0.4386,0.5278,165.9195,37.9285
11009-2248,0.42,0.45,6.20,21.10,0.9333,0.0726,0.2938,165.8458,-23.0860
11010+2909,0.82,0.41,0.64,1.45,2.0000,0.6406,0.4414,165.9295,28.8882
11010-0107,0.26,0.32,0.57,1.40,0.8125,0.5614,0.4071,165.9004,-1.3921
11010+4107,0.25,0.38,6.06,10.66,0.6579,0.0627,0.5685,165.9748,40.8493
11011+5005,0.25,0.25,0.62,1.92,1.0000,0.4032,0.3229,166.0123,49.8209
11012+3552,0.43,0.25,0.50,1.10,1.7200,0.5000,0.4545,165.9915,35.6042
11013-2258,0.25,0.25,2.63,7.63,1.0000,0.0951,0.3447,165.9391,-23.2433
11013+2818,0.25,0.41,1.39,4.10,0.6098,0.2950,0.3390,166.0096,28.0372
11015-1830,0.25,0.25,0.98,2.68,1.0000,0.2551,0.3657,166.0012,-18.7826
11017+6153,0.40,0.25,0.36,1.00,1.6000,0.6944,0.3600,166.2034,61.6177
11017+4615,0.25,0.25,0.77,1.81,1.0000,0.3247,0.4254,166.1533,45.9841
11017+4523,0.25,0.25,1.73,5.04,1.0000,0.1445,0.3433,166.1533,45.1249
11020+5956,0.25,0.25,0.76,2.00,1.0000,0.3289,0.3800,166.2652,59.6731
11021+3018,0.25,0.25,0.58,1.66,1.0000,0.4310,0.3494,166.2297,30.0331
11022+4501,0.25,0.23,1.32,1.59,1.0870,0.1742,0.8302,166.2801,44.7478
11023+3538,0.25,0.27,0.41,1.56,0.9259,0.6585,0.2628,166.2664,35.3672
11023+0433,0.25,0.36,1.50,2.54,0.6944,0.2400,0.5906,166.2400,4.2916
11025+3830,0.25,0.25,1.64,2.25,1.0000,0.1524,0.7289,166.3410,38.2335
11026+5647,0.25,0.25,0.52,1.82,1.0000,0.4808,0.2857,166.4007,56.5241
11032+0014,0.97,0.91,27.26,85.05,1.0659,0.0334,0.3205,166.4503,-0.0353
11033+3012,0.25,0.30,0.42,1.56,0.8333,0.7143,0.2692,166.5249,29.9308
20224-3242,0.81,0.34,0.40,1.00,2.3824,0.8500,0.4000,306.4053,-32.5399
20226-3421,0.28,0.28,0.40,1.33,1.0000,0.7000,0.3008,306.4521,-34.1908
20227-4105,0.25,0.26,2.59,5.40,0.9615,0.1004,0.4796,306.5239,-40.9320
20230+6001,0.27,0.25,0.68,1.86,1.0800,0.3676,0.3656,306.0038,60.1951
20230+1024,0.25,0.24,2.11,3.90,1.0417,0.1137,0.5410,306.3724,10.5714
20231-1840,0.25,0.32,2.09,3.72,0.7812,0.1531,0.5618,306.5055,-18.5049
20239+0244,0.25,0.25,0.54,1.77,1.0000,0.4630,0.3051,306.6080,2.9098
20240-5233,0.25,0.25,0.90,2.48,1.0000,0.2778,0.3629,306.9364,-52.3845
20240-1846,0.25,0.27,1.40,3.78,0.9259,0.1929,0.3704,306.7212,-18.6160
20241+0231,0.25,0.26,0.54,1.80,0.9615,0.4815,0.3000,306.6747,2.6953
20243-0226,0.37,0.91,1.12,1.68,0.4066,0.8125,0.6667,306.7304,-2.2781
20244-5151,0.44,0.50,2.92,4.87,0.8800,0.1712,0.5996,307.0260,-51.6919
20245-4305,0.25,0.27,0.84,2.10,0.9259,0.3214,0.4000,306.9773,-42.9236
20245-5250,0.25,0.25,1.72,3.34,1.0000,0.1453,0.5150,307.0665,-52.6801
20249+0755,0.25,0.27,1.28,4.85,0.9259,0.2109,0.2639,306.8526,8.0955
20250-3557,3.21,1.76,0.40,1.00,1.8239,4.4000,0.4000,307.0594,-35.7937
20252+1035,0.36,0.32,1.61,3.33,1.1250,0.1988,0.4835,306.9049,10.7549
20252-3314,0.25,0.32,0.59,1.98,0.7812,0.5424,0.2980,307.1053,-33.0755
20255+0447,0.40,0.25,0.53,1.45,1.6000,0.4717,0.3655,307.0075,4.9608
20256+0007,0.25,0.28,1.25,2.24,0.8929,0.2240,0.5580,307.0495,0.2884
20258-4439,0.26,0.28,0.78,1.47,0.9286,0.3590,0.5306,307.3297,-44.4842
20259+1035,0.25,0.25,1.60,3.99,1.0000,0.1562,0.4010,307.0758,10.7556
20268-1240,0.25,0.32,1.79,4.19,0.7812,0.1788,0.4272,307.3929,-12.5039
20270-3222,0.25,0.34,0.91,2.17,0.7353,0.3736,0.4194,307.5331,-32.2105
20270-3458,0.25,0.32,1.33,3.97,0.7812,0.2406,0.3350,307.5572,-34.8140
20272-0211,0.25,0.30,1.22,2.80,0.8333,0.2459,0.4357,307.4519,-2.0308
20272-4738,0.29,1.34,9.46,13.53,0.2164,0.1416,0.6992,307.6973,-47.4739
20272-0221,0.25,0.31,1.90,3.47,0.8065,0.1632,0.5476,307.4729,-2.1905
20274-3339,0.25,0.25,1.18,4.48,1.0000,0.2119,0.2634,307.6545,-33.4867
20276-1921,0.44,0.46,0.81,1.76,0.9565,0.5679,0.4602,307.6183,-19.1898
20278-1918,0.25,0.31,1.11,2.08,0.8065,0.2793,0.5337,307.6772,-19.1451
20279-0405,0.25,0.25,1.42,2.62,1.0000,0.1761,0.5420,307.6388,-3.9185
20280+0112,0.39,0.25,0.61,1.18,1.5600,0.4098,0.5169,307.6483,1.3747
20282-4423,0.26,0.25,1.08,3.49,1.0400,0.2315,0.3095,307.9081,-44.2158
20282-1821,0.25,0.28,0.95,1.78,0.8929,0.2947,0.5337,307.7821,-18.1936
20282-5354,0.42,0.25,0.64,2.30,1.6800,0.3906,0.2783,308.0165,-53.7459
20283+0432,0.25,0.26,0.40,2.82,0.9615,0.6500,0.1418,307.7033,4.7057
20285-3100,0.32,0.58,1.98,7.01,0.5517,0.2929,0.2825,307.9151,-30.8309
20293-3424,0.25,0.25,1.57,3.28,1.0000,0.1592,0.4787,308.1311,-34.2421
20295-2827,0.25,0.44,0.78,1.19,0.5682,0.5641,0.6555,308.1583,-28.2861
20296-0225,0.26,0.25,0.65,1.74,1.0400,0.3846,0.3736,308.0668,-2.2499
20296-7337,0.25,0.25,1.57,2.90,1.0000,0.1592,0.5414,308.8055,-73.4534
22597+3029,0.30,0.44,0.40,1.27,0.6818,1.1000,0.3150,345.5266,30.7678
23000-4105,0.25,0.25,3.05,6.79,1.0000,0.0820,0.4492,345.7081,-40.8306
23001+1303,0.40,0.25,0.55,2.00,1.6000,0.4545,0.2750,345.6634,13.3263
23001+3826,0.72,0.25,0.72,1.69,2.8800,0.3472,0.4260,345.6308,38.7151
13176-1616,0.43,0.43,0.54,1.59,1.0000,0.7963,0.3396,200.0780,-16.5384
13176-1218,0.25,0.46,1.77,4.10,0.5435,0.2599,0.4317,200.0856,-12.5734
13177-2021,0.25,0.25,1.32,2.66,1.0000,0.1894,0.4962,200.1029,-20.6120
13177-2708,1.00,0.29,0.40,1.00,3.4483,0.7250,0.4000,200.1280,-27.4117
13179+3109,0.25,0.25,0.87,1.79,1.0000,0.2874,0.4860,200.0620,30.8989
13180-3434,0.25,0.31,2.69,4.34,0.8065,0.1152,0.6198,200.2271,-34.8394
13183+3423,0.49,1.40,15.10,24.38,0.3500,0.0927,0.6194,200.1558,34.1352
13184+0914,0.25,0.27,2.12,4.68,0.9259,0.1274,0.4530,200.2459,8.9783
13186-4540,0.25,0.25,0.85,3.05,1.0000,0.2941,0.2787,200.4105,-45.9327
13188+7059,0.26,0.60,0.36,0.74,0.4333,1.6667,0.4865,200.0692,70.7272
13188+0036,0.32,0.70,6.99,12.74,0.4571,0.1001,0.5487,200.3449,0.3426
13188-5420,0.48,0.25,1.23,3.86,1.9200,0.2033,0.3187,200.4964,-54.6109
13189-4540,0.25,0.25,1.19,3.16,1.0000,0.2101,0.3766,200.4687,-45.9321
13189+5754,0.25,0.27,1.01,1.94,0.9259,0.2673,0.5206,200.2232,57.6387
13190-2709,0.25,0.25,0.92,3.64,1.0000,0.2717,0.2527,200.4417,-27.4282
13191-3622,0.25,0.25,0.83,2.65,1.0000,0.3012,0.3132,200.4874,-36.6303
13192+2633,0.42,0.63,0.57,1.24,0.6667,1.1053,0.4597,200.3998,26.3019
13192-3707,0.25,0.25,0.75,1.54,1.0000,0.3333,0.4870,200.5337,-37.3869
13192-5208,0.25,0.70,4.63,7.17,0.3571,0.1512,0.6457,200.5900,-52.3961
13193+4232,0.25,0.25,0.43,1.97,1.0000,0.5814,0.2183,200.3953,42.2862
13193-3802,0.25,0.25,0.86,1.30,1.0000,0.2907,0.6615,200.5638,-38.2980
13194+3129,0.29,1.12,1.83,2.54,0.2589,0.6120,0.7205,200.4414,31.2365
13196+3859,0.25,0.25,1.96,6.12,1.0000,0.1276,0.3203,200.4828,38.7363
13197-1627,0.89,2.79,5.71,5.81,0.3190,0.4886,0.9828,200.5978,-16.7267
13203-3436,0.25,0.25,0.49,1.56,1.0000,0.5102,0.3141,200.7873,-34.8731
13203-4317,0.32,0.47,3.96,6.06,0.6809,0.1187,0.6535,200.8144,-43.5442
13204+0825,0.32,0.50,0.91,1.76,0.6400,0.5495,0.5170,200.7286,8.1638
13205+2714,0.25,0.26,0.95,2.80,0.9615,0.2737,0.3393,200.7338,26.9797
13206-2550,0.25,0.26,0.62,1.92,0.9615,0.4194,0.3229,200.8465,-26.1097
13207+5200,0.72,0.25,1.09,2.32,2.8800,0.2294,0.4698,200.7068,51.7395
13208-2338,0.25,0.41,1.08,2.23,0.6098,0.3796,0.4843,200.8845,-23.8952
13208+7925,0.28,0.25,0.70,1.50,1.1200,0.3571,0.4667,200.3436,79.1573
13209+4320,0.25,0.25,1.68,5.28,1.0000,0.1488,0.3182,200.7907,43.0868
13210-3155,0.25,0.25,0.46,1.04,1.0000,0.5435,0.4423,200.9750,-32.1837
13212+5254,0.25,0.26,0.60,1.26,0.9615,0.4333,0.4762,200.8261,52.6514
13212-2423,0.55,0.27,0.40,1.07,2.0370,0.6750,0.3738,201.0047,-24.6500
13214+0958,0.25,0.37,0.85,2.21,0.6757,0.4353,0.3846,200.9824,9.7179
13214-2337,0.25,0.47,1.92,3.14,0.5319,0.2448,0.6115,201.0448,-23.8788
13214+7046,0.25,0.35,2.88,5.69,0.7143,0.1215,0.5062,200.7239,70.5110
13215+1217,0.25,0.68,0.58,1.23,0.3676,1.1724,0.4715,200.9957,12.0376
13216-3010,0.25,0.36,1.48,3.00,0.6944,0.2432,0.4933,201.1221,-30.4337
13218-2052,0.25,0.26,1.06,3.23,0.9615,0.2453,0.3282,201.1349,-21.1378
13219-3751,0.45,0.25,0.55,1.37,1.8000,0.4545,0.4015,201.1984,-38.1119
13219-3725,0.25,0.64,0.32,1.11,0.3906,2.0000,0.2883,201.1981,-37.6866
13219-1933,0.38,0.76,1.62,3.94,0.5000,0.4691,0.4112,201.1728,-19.8266
13219+1421,0.25,0.40,0.81,2.07,0.6250,0.4938,0.3913,201.1148,14.0945
13220+3651,0.27,0.32,0.44,1.06,0.8438,0.7273,0.4151,201.0753,36.6003
13220+0647,0.25,0.28,0.68,2.08,0.8929,0.4118,0.3269,201.1483,6.5270
13223-3323,0.33,0.30,0.40,1.17,1.1000,0.7500,0.3419,201.2966,-33.6581
13223+1624,0.25,0.42,1.58,2.47,0.5952,0.2658,0.6397,201.2021,16.1441
13223+1359,0.25,0.26,0.48,1.19,0.9615,0.5417,0.4034,201.2145,13.7380
13224+7612,0.25,0.25,0.80,1.62,1.0000,0.3125,0.4938,200.8454,75.9486
13224+3247,0.51,0.29,1.43,2.85,1.7586,0.2028,0.5018,201.1829,32.5397
13224-1930,0.34,0.56,2.37,5.21,0.6071,0.2363,0.4549,201.2908,-19.7695
13224-3017,0.37,0.46,1.04,2.77,0.8043,0.4423,0.3755,201.3146,-30.5450
13225-4245,11.14,14.99,171.49,337.62,0.7432,0.0874,0.5079,201.3600,-43.0183
13228-1405,0.26,0.44,0.92,2.26,0.5909,0.4783,0.4071,201.3806,-14.3582
13228-2704,0.59,0.33,0.40,1.22,1.7879,0.8250,0.3279,201.4079,-27.3335
13228-2423,0.25,0.31,0.46,1.87,0.8065,0.6739,0.2460,201.4059,-24.6515
13229-2612,0.25,0.35,1.23,2.51,0.7143,0.2846,0.4900,201.4185,-26.4637
13229-2934,0.67,2.48,16.18,30.83,0.2702,0.1533,0.5248,201.4341,-29.8337
13230-4758,0.25,0.25,0.74,2.70,1.0000,0.3378,0.2741,201.5180,-48.2353
13230+4331,0.36,0.58,6.30,12.21,0.6207,0.0921,0.5160,201.3120,43.2647
13234-1615,0.25,0.33,0.97,2.24,0.7576,0.3402,0.4330,201.5378,-16.5210
13236+3316,0.57,0.21,1.24,1.99,2.7143,0.1694,0.6231,201.4899,33.0133
13237+0221,0.26,0.70,2.88,6.74,0.3714,0.2431,0.4273,201.5826,2.1003
13238-4753,0.40,0.30,0.80,1.83,1.3333,0.3750,0.4372,201.7149,-48.1466
13238+1800,0.46,0.28,1.27,2.50,1.6429,0.2205,0.5080,201.5773,17.7559
13238+3611,0.34,0.54,4.47,8.83,0.6296,0.1208,0.5062,201.5393,35.9328
13239-4903,0.38,0.25,0.84,1.62,1.5200,0.2976,0.5185,201.7453,-49.3252
13239+5730,0.25,0.25,0.47,1.08,1.0000,0.5319,0.4352,201.4785,57.2514
13239-2937,0.31,0.26,1.84,3.56,1.1923,0.1413,0.5169,201.6944,-29.8807
13243-2741,0.41,0.28,0.58,1.01,1.4643,0.4828,0.5743,201.7811,-27.9589
13244+8445,0.25,0.19,1.84,3.57,1.3158,0.1033,0.5154,200.6977,84.5042
13244+2651,0.40,0.26,0.65,1.00,1.5385,0.4000,0.6500,201.7095,26.5942
13246+5202,0.58,0.70,0.57,1.04,0.8286,1.2281,0.5481,201.6615,51.7762
13246-3755,0.25,0.26,0.60,1.42,0.9615,0.4333,0.4225,201.8739,-38.1802
13246+5958,0.25,0.33,1.16,2.05,0.7576,0.2845,0.5659,201.6263,59.7211
13248-2918,0.25,0.50,0.68,1.61,0.5000,0.7353,0.4224,201.9013,-29.5620
13249-4310,0.25,0.20,1.64,2.75,1.2500,0.1220,0.5964,201.9782,-43.4381
13253+1802,0.27,0.28,0.45,1.25,0.9643,0.6222,0.3600,201.9471,17.7760
05346-2225,0.25,0.25,0.41,1.51,1.0000,0.6098,0.2715,84.1885,-22.4019
05347-7147,0.78,0.25,0.50,1.95,3.1200,0.5000,0.2564,83.4922,-71.7555
05350-1740,0.25,0.25,1.88,3.10,1.0000,0.1330,0.6065,84.3096,-17.6380
05363+4918,0.36,0.25,0.40,1.40,1.4400,0.6250,0.2857,85.0500,49.3294
05365+6921,0.51,0.47,6.60,22.07,1.0851,0.0712,0.2990,85.5141,69.3754
05367-7629,0.25,0.25,1.39,2.48,1.0000,0.1799,0.5605,83.6716,-76.4658
05368+4940,0.34,0.98,14.21,23.46,0.3469,0.0690,0.6057,85.1805,49.6946
05373-4406,0.27,0.18,0.49,1.00,1.5000,0.3673,0.4900,84.7066,-44.0853
05374-4145,0.25,0.25,0.70,1.51,1.0000,0.3571,0.4636,84.7474,-41.7380
05375+1127,0.43,0.29,0.58,11.60,1.4828,0.5000,0.0500,85.0885,11.4852
05377+1626,0.27,0.28,0.73,3.64,0.9643,0.3836,0.2005,85.1628,16.4605
05384-6337,0.38,0.25,0.35,1.42,1.5200,0.7143,0.2465,84.6825,-63.5992
05384-4140,0.87,0.73,0.45,1.08,1.1918,1.6222,0.4167,85.0171,-41.6545
05386-2728,0.25,0.25,0.94,2.13,1.0000,0.2660,0.4413,85.1710,-27.4526
05388+7936,0.39,0.25,3.48,7.19,1.5600,0.0718,0.4840,86.8605,79.6357
05389+1828,0.25,0.36,2.50,6.06,0.6944,0.1440,0.4125,85.4791,18.4926
05390+0639,0.41,0.25,1.09,22.45,1.6400,0.2294,0.0486,85.4405,6.6824
05392-5836,0.25,0.25,0.39,1.34,1.0000,0.6410,0.2910,84.9933,-58.5841
05392-5533,0.25,0.25,0.45,2.05,1.0000,0.5556,0.2195,85.0466,-55.5392
05393+7220,0.25,0.25,1.07,2.58,1.0000,0.2336,0.4147,86.3479,72.3555
05393-3543,0.25,0.25,0.32,0.95,1.0000,0.7812,0.3368,85.2766,-35.7035
05394+6908,0.25,0.25,0.58,2.29,1.0000,0.4310,0.2533,86.2270,69.1583
05394-0616,0.36,0.35,4.96,38.65,1.0286,0.0706,0.1283,85.4772,-6.2557
05395+8548,1.09,0.25,0.59,0.84,4.3600,0.4237,0.7024,89.3396,85.8298
05399-2258,0.26,0.25,1.02,1.72,1.0400,0.2451,0.5930,85.5076,-22.9455
05402+6902,0.25,0.25,1.20,2.63,1.0000,0.2083,0.4563,86.4206,69.0609
05402-3828,0.25,0.25,0.91,2.68,1.0000,0.2747,0.3396,85.4889,-38.4562
